id,transaction_id,customer_id,timestamp,reason,status
cb_000313,txn_0013704,cust_000452,2024-04-23 00:18:23,product_not_received,OPEN
cb_000314,txn_0013705,cust_006103,2024-06-22 01:43:52,unauthorized_transaction,OPEN
cb_000315,txn_0013781,cust_001634,2024-04-19 14:06:38,unauthorized_transaction,LOST
cb_000316,txn_0013792,cust_005076,2024-06-18 15:07:38,unauthorized_transaction,OPEN
cb_000317,txn_0013860,cust_006440,2024-05-21 23:10:05,product_not_received,PENDING
cb_000318,txn_0013861,cust_006440,2024-05-27 23:10:42,unauthorized_transaction,PENDING
cb_000319,txn_0014033,cust_002940,2024-05-21 07:45:13,product_not_received,LOST
cb_000320,txn_0014227,cust_005529,2024-05-31 11:19:34,duplicate_charge,WON
cb_000321,txn_0014315,cust_009096,2024-05-28 22:42:42,product_not_received,OPEN
cb_000322,txn_0014356,cust_006141,2024-06-27 10:03:17,unauthorized_transaction,LOST
cb_000323,txn_0014400,cust_001645,2024-06-14 15:59:36,unauthorized_transaction,LOST
cb_000324,txn_0014472,cust_006940,2024-05-03 05:03:17,product_not_received,OPEN
cb_000325,txn_0014486,cust_006141,2024-06-15 08:03:17,unauthorized_transaction,LOST
cb_000326,txn_0014505,cust_006240,2024-05-12 10:46:47,product_not_received,OPEN
cb_000327,txn_0014511,cust_006126,2024-05-11 11:09:57,unauthorized_transaction,LOST
cb_000328,txn_0014536,cust_005245,2024-07-05 13:07:58,unauthorized_transaction,LOST
cb_000329,txn_0014560,cust_002032,2024-06-11 15:50:26,duplicate_charge,OPEN
cb_000330,txn_0014594,cust_009614,2024-05-08 19:03:17,unauthorized_transaction,LOST
cb_000331,txn_0014650,cust_005485,2024-05-26 09:55:32,product_not_received,LOST
cb_000332,txn_0014653,cust_005485,2024-06-23 09:56:51,unauthorized_transaction,OPEN
cb_000333,txn_0014656,cust_005485,2024-05-18 10:00:00,unauthorized_transaction,PENDING
cb_000334,txn_0014657,cust_005485,2024-07-09 10:02:56,unauthorized_transaction,OPEN
cb_000335,txn_0014662,cust_002032,2024-05-16 10:23:41,duplicate_charge,WON
cb_000336,txn_0014682,cust_000905,2024-06-24 11:45:58,unauthorized_transaction,OPEN
cb_000337,txn_0014695,cust_009749,2024-05-03 12:59:19,product_not_received,OPEN
cb_000338,txn_0014701,cust_003911,2024-05-12 13:30:27,unauthorized_transaction,PENDING
cb_000339,txn_0014785,cust_009222,2024-05-10 04:48:57,product_not_received,OPEN
cb_000340,txn_0014889,cust_001634,2024-06-15 18:33:27,product_not_received,PENDING
cb_000341,txn_0014909,cust_002032,2024-06-20 20:18:22,duplicate_charge,WON
cb_000342,txn_0014926,cust_005658,2024-06-14 21:51:24,unauthorized_transaction,LOST
cb_000343,txn_0014957,cust_001634,2024-06-02 09:15:50,credit_not_processed,OPEN
cb_000344,txn_0015002,cust_007698,2024-07-03 13:15:24,unauthorized_transaction,LOST
cb_000345,txn_0015019,cust_000857,2024-06-11 14:58:33,merchandise_defective,WON
cb_000346,txn_0015079,cust_001634,2024-07-04 22:26:34,subscription_cancelled,OPEN
cb_000347,txn_0015089,cust_008752,2024-05-10 03:51:55,unauthorized_transaction,OPEN
cb_000348,txn_0015102,cust_008168,2024-05-14 08:56:11,merchandise_defective,LOST
cb_000349,txn_0015207,cust_008390,2024-07-04 20:50:18,duplicate_charge,OPEN
cb_000350,txn_0015215,cust_003481,2024-05-22 22:03:21,product_not_received,OPEN
cb_000351,txn_0015218,cust_000206,2024-05-30 22:18:33,credit_not_processed,OPEN
cb_000352,txn_0015228,cust_002278,2024-07-03 00:02:00,product_not_received,LOST
cb_000353,txn_0015229,cust_002278,2024-05-06 00:02:31,product_not_received,LOST
cb_000354,txn_0015231,cust_002278,2024-06-22 00:03:58,unauthorized_transaction,LOST
cb_000355,txn_0015232,cust_002278,2024-06-24 00:04:05,product_not_received,OPEN
cb_000356,txn_0015233,cust_002278,2024-06-20 00:06:09,unauthorized_transaction,OPEN
cb_000357,txn_0015234,cust_002278,2024-05-31 00:07:36,product_not_received,LOST
cb_000358,txn_0015235,cust_002278,2024-06-20 00:08:03,product_not_received,OPEN
cb_000359,txn_0015298,cust_007975,2024-07-03 14:05:31,subscription_cancelled,LOST
cb_000360,txn_0015418,cust_006225,2024-05-23 12:56:51,product_not_received,LOST
cb_000361,txn_0015438,cust_001349,2024-05-02 14:23:22,unauthorized_transaction,LOST
cb_000362,txn_0015447,cust_005070,2024-06-12 15:23:22,unauthorized_transaction,OPEN
cb_000363,txn_0015483,cust_002032,2024-06-22 19:43:17,credit_not_processed,WON
cb_000364,txn_0015485,cust_002032,2024-06-07 19:48:59,subscription_cancelled,LOST
cb_000365,txn_0015505,cust_007598,2024-05-25 21:59:38,product_not_received,LOST
cb_000366,txn_0015516,cust_002098,2024-05-03 01:23:22,product_not_received,OPEN
cb_000367,txn_0015523,cust_005972,2024-06-09 07:23:22,product_not_received,PENDING
cb_000368,txn_0015674,cust_009824,2024-05-10 23:05:22,product_not_received,LOST
cb_000369,txn_0015818,cust_003892,2024-05-13 04:47:08,product_not_received,OPEN
cb_000370,txn_0015839,cust_007414,2024-05-28 10:21:52,product_not_received,PENDING
cb_000371,txn_0015940,cust_008396,2024-06-21 20:54:42,product_not_received,LOST
cb_000372,txn_0015957,cust_005235,2024-07-14 01:16:53,unauthorized_transaction,LOST
cb_000373,txn_0015968,cust_002840,2024-06-12 07:51:28,unauthorized_transaction,LOST
cb_000374,txn_0016034,cust_001634,2024-05-04 15:53:07,product_not_received,WON
cb_000375,txn_0016112,cust_005609,2024-06-23 00:09:42,unauthorized_transaction,PENDING
cb_000376,txn_0016138,cust_005015,2024-07-13 10:48:19,unauthorized_transaction,LOST
cb_000377,txn_0016164,cust_007576,2024-05-29 13:55:10,unauthorized_transaction,OPEN
cb_000378,txn_0016351,cust_000430,2024-07-10 22:10:35,duplicate_charge,WON
cb_000379,txn_0016359,cust_001146,2024-06-28 05:00:27,product_not_received,LOST
cb_000380,txn_0016364,cust_001817,2024-05-19 08:17:51,product_not_received,LOST
cb_000381,txn_0016366,cust_001817,2024-06-19 08:18:57,unauthorized_transaction,PENDING
cb_000382,txn_0016367,cust_001817,2024-07-11 08:20:19,product_not_received,OPEN
cb_000383,txn_0016397,cust_002736,2024-07-04 11:08:59,product_not_received,LOST
cb_000384,txn_0016498,cust_007040,2024-05-24 21:59:17,product_not_received,LOST
cb_000385,txn_0016507,cust_006861,2024-07-18 00:51:54,unauthorized_transaction,OPEN
cb_000386,txn_0016508,cust_009365,2024-06-08 01:53:54,product_not_received,PENDING
cb_000387,txn_0016517,cust_000580,2024-06-18 07:48:46,product_not_received,OPEN
cb_000388,txn_0016536,cust_006220,2024-07-15 10:39:20,product_not_received,LOST
cb_000389,txn_0016566,cust_002032,2024-07-13 13:37:57,product_not_received,LOST
cb_000390,txn_0016569,cust_009835,2024-06-13 14:09:29,product_not_received,WON
cb_000391,txn_0016614,cust_002828,2024-06-14 20:07:35,credit_not_processed,PENDING
cb_000392,txn_0016646,cust_002277,2024-07-03 01:07:52,unauthorized_transaction,OPEN
cb_000393,txn_0016727,cust_003682,2024-05-16 13:47:15,product_not_received,OPEN
cb_000394,txn_0016755,cust_002047,2024-05-25 16:40:07,product_not_received,OPEN
cb_000395,txn_0016768,cust_002527,2024-05-24 18:23:02,subscription_cancelled,OPEN
cb_000396,txn_0016880,cust_008600,2024-07-22 16:50:13,unauthorized_transaction,LOST
cb_000397,txn_0016881,cust_008600,2024-06-15 16:50:14,product_not_received,LOST
cb_000398,txn_0016957,cust_000490,2024-06-17 08:35:47,unauthorized_transaction,LOST
cb_000399,txn_0017010,cust_001627,2024-07-02 13:04:59,product_not_received,PENDING
cb_000400,txn_0017083,cust_000013,2024-07-01 21:01:20,product_not_as_described,WON
cb_000401,txn_0017124,cust_001240,2024-06-10 10:59:44,product_not_received,LOST
cb_000402,txn_0017128,cust_001240,2024-05-13 11:00:13,product_not_received,OPEN
cb_000403,txn_0017142,cust_009441,2024-07-06 12:01:57,product_not_received,PENDING
cb_000404,txn_0017182,cust_002032,2024-07-14 17:37:38,product_not_received,LOST
cb_000405,txn_0017212,cust_000643,2024-07-22 20:49:02,product_not_received,PENDING
cb_000406,txn_0017223,cust_002032,2024-06-04 21:52:37,duplicate_charge,LOST
cb_000407,txn_0017237,cust_006354,2024-05-31 07:12:45,product_not_received,OPEN
cb_000408,txn_0017238,cust_007837,2024-05-15 07:25:00,unauthorized_transaction,OPEN
cb_000409,txn_0017378,cust_009584,2024-06-17 08:12:44,unauthorized_transaction,PENDING
cb_000410,txn_0017406,cust_009631,2024-07-13 11:00:18,unauthorized_transaction,OPEN
cb_000411,txn_0017514,cust_005287,2024-05-24 01:00:24,product_not_received,PENDING
cb_000412,txn_0017516,cust_002397,2024-05-17 02:55:45,product_not_received,OPEN
cb_000413,txn_0017529,cust_006951,2024-06-15 08:12:52,unauthorized_transaction,WON
cb_000414,txn_0017585,cust_001124,2024-06-27 15:52:08,unauthorized_transaction,LOST
cb_000415,txn_0017651,cust_000205,2024-06-25 08:35:25,unauthorized_transaction,LOST
cb_000416,txn_0017688,cust_005984,2024-07-06 12:00:08,unauthorized_transaction,PENDING
cb_000417,txn_0017793,cust_004273,2024-06-08 22:35:36,unauthorized_transaction,PENDING
cb_000418,txn_0017805,cust_008775,2024-07-15 03:48:58,product_not_received,OPEN
cb_000419,txn_0017810,cust_003023,2024-05-19 07:19:23,unauthorized_transaction,LOST
cb_000420,txn_0017818,cust_006206,2024-06-03 08:19:23,product_not_received,LOST
cb_000421,txn_0017840,cust_008198,2024-05-23 10:19:23,product_not_received,PENDING
cb_000422,txn_0017841,cust_003429,2024-07-25 10:19:23,unauthorized_transaction,LOST
cb_000423,txn_0017889,cust_003434,2024-06-19 14:20:17,product_not_received,LOST
cb_000424,txn_0018036,cust_006154,2024-07-27 16:14:46,product_not_received,LOST
cb_000425,txn_0018101,cust_007182,2024-06-15 02:46:44,product_not_received,OPEN
cb_000426,txn_0018105,cust_007182,2024-06-30 02:51:16,product_not_received,LOST
cb_000427,txn_0018129,cust_003190,2024-06-08 11:22:15,product_not_received,LOST
cb_000428,txn_0018172,cust_007878,2024-07-01 15:56:14,product_not_received,LOST
cb_000429,txn_0018196,cust_002118,2024-07-22 19:28:31,duplicate_charge,WON
cb_000430,txn_0018215,cust_001634,2024-07-04 21:18:48,duplicate_charge,LOST
cb_000431,txn_0018230,cust_006467,2024-06-26 05:19:04,product_not_received,OPEN
cb_000432,txn_0018274,cust_005905,2024-07-21 12:01:29,product_not_received,LOST
cb_000433,txn_0018340,cust_002456,2024-06-13 19:01:56,credit_not_processed,WON
cb_000434,txn_0018387,cust_001634,2024-06-28 08:18:40,product_not_as_described,WON
cb_000435,txn_0018457,cust_005812,2024-06-06 16:50:31,unauthorized_transaction,PENDING
cb_000436,txn_0018516,cust_000627,2024-05-28 04:01:10,unauthorized_transaction,LOST
cb_000437,txn_0018750,cust_008928,2024-05-26 16:32:40,unauthorized_transaction,LOST
cb_000438,txn_0018773,cust_001634,2024-05-24 19:15:35,product_not_as_described,WON
cb_000439,txn_0018797,cust_005268,2024-07-14 21:17:04,product_not_received,LOST
cb_000440,txn_0018852,cust_000627,2024-06-28 11:30:50,product_not_received,LOST
cb_000441,txn_0018856,cust_000627,2024-06-15 11:34:24,unauthorized_transaction,LOST
cb_000442,txn_0018890,cust_000426,2024-06-29 14:37:16,unauthorized_transaction,LOST
cb_000443,txn_0018988,cust_000249,2024-06-14 09:25:14,product_not_received,PENDING
cb_000444,txn_0019079,cust_003002,2024-08-04 19:45:08,subscription_cancelled,WON
cb_000445,txn_0019172,cust_001634,2024-07-31 12:16:23,unauthorized_transaction,WON
cb_000446,txn_0019274,cust_001655,2024-07-02 23:35:55,unauthorized_transaction,LOST
cb_000447,txn_0019378,cust_009460,2024-06-15 18:50:18,product_not_received,LOST
cb_000448,txn_0019397,cust_004157,2024-07-19 20:36:39,unauthorized_transaction,OPEN
cb_000449,txn_0019511,cust_006039,2024-08-06 19:13:49,unauthorized_transaction,OPEN
cb_000450,txn_0019549,cust_003012,2024-06-16 23:20:57,product_not_received,LOST
cb_000451,txn_0019625,cust_007628,2024-07-06 14:49:09,product_not_as_described,PENDING
cb_000452,txn_0019698,cust_007890,2024-08-12 22:12:44,merchandise_defective,WON
cb_000453,txn_0019707,cust_004802,2024-07-08 06:20:56,unauthorized_transaction,OPEN
cb_000454,txn_0019722,cust_003228,2024-07-19 09:33:58,product_not_received,LOST
cb_000455,txn_0019753,cust_008352,2024-06-11 12:20:09,product_not_received,PENDING
cb_000456,txn_0019843,cust_009073,2024-07-21 07:08:36,product_not_received,LOST
cb_000457,txn_0019911,cust_007688,2024-07-30 14:04:48,product_not_received,PENDING
cb_000458,txn_0019994,cust_006641,2024-07-29 09:55:15,credit_not_processed,WON
cb_000459,txn_0020011,cust_004832,2024-07-01 11:20:06,product_not_received,PENDING
cb_000460,txn_0020281,cust_001634,2024-06-26 23:55:52,credit_not_processed,WON
cb_000461,txn_0020438,cust_000296,2024-08-10 08:44:42,product_not_received,LOST
cb_000462,txn_0020471,cust_006241,2024-08-07 12:45:01,unauthorized_transaction,LOST
cb_000463,txn_0020496,cust_006972,2024-06-05 15:45:01,product_not_received,LOST
cb_000464,txn_0020531,cust_002355,2024-08-01 19:17:47,unauthorized_transaction,PENDING
cb_000465,txn_0020565,cust_009528,2024-07-15 22:45:01,product_not_received,LOST
cb_000466,txn_0020572,cust_006972,2024-06-13 02:45:01,unauthorized_transaction,LOST
cb_000467,txn_0020604,cust_009390,2024-07-02 10:42:50,unauthorized_transaction,LOST
cb_000468,txn_0020627,cust_009390,2024-06-20 12:42:50,product_not_received,LOST
cb_000469,txn_0020657,cust_006097,2024-07-01 15:42:50,product_not_received,LOST
cb_000470,txn_0020689,cust_008268,2024-07-24 19:42:50,unauthorized_transaction,OPEN
cb_000471,txn_0020722,cust_006699,2024-07-28 23:32:33,unauthorized_transaction,LOST
cb_000472,txn_0020726,cust_001575,2024-06-09 00:45:01,unauthorized_transaction,OPEN
cb_000473,txn_0020727,cust_004189,2024-06-15 01:42:50,unauthorized_transaction,PENDING
cb_000474,txn_0020729,cust_001575,2024-07-18 01:45:01,unauthorized_transaction,LOST
cb_000475,txn_0020730,cust_008268,2024-06-25 03:42:50,product_not_received,LOST
cb_000476,txn_0020732,cust_009341,2024-06-17 04:42:50,product_not_received,LOST
cb_000477,txn_0020788,cust_000857,2024-07-17 12:40:43,credit_not_processed,WON
cb_000478,txn_0020820,cust_003043,2024-07-18 16:25:43,duplicate_charge,LOST
cb_000479,txn_0020848,cust_009341,2024-07-02 19:42:50,unauthorized_transaction,LOST
cb_000480,txn_0020849,cust_000051,2024-06-28 19:44:38,product_not_received,OPEN
cb_000481,txn_0020890,cust_008268,2024-07-20 03:42:50,unauthorized_transaction,OPEN
cb_000482,txn_0021023,cust_004946,2024-06-18 20:34:58,product_not_received,OPEN
cb_000483,txn_0021190,cust_002032,2024-08-20 21:31:53,product_not_received,OPEN
cb_000484,txn_0021205,cust_007241,2024-08-08 00:05:47,unauthorized_transaction,OPEN
cb_000485,txn_0021207,cust_007241,2024-08-20 00:08:31,unauthorized_transaction,LOST
cb_000486,txn_0021214,cust_001697,2024-06-21 07:18:48,unauthorized_transaction,OPEN
cb_000487,txn_0021220,cust_001634,2024-06-13 08:55:10,merchandise_defective,LOST
cb_000488,txn_0021476,cust_009200,2024-06-21 20:23:46,duplicate_charge,OPEN
cb_000489,txn_0021513,cust_008650,2024-08-02 07:06:35,product_not_received,LOST
cb_000490,txn_0021535,cust_002269,2024-06-21 10:37:34,product_not_received,LOST
cb_000491,txn_0021596,cust_003474,2024-06-25 18:29:55,credit_not_processed,OPEN
cb_000492,txn_0021641,cust_004341,2024-07-16 05:06:19,unauthorized_transaction,LOST
cb_000493,txn_0021751,cust_000457,2024-07-11 18:21:54,unauthorized_transaction,WON
cb_000494,txn_0021796,cust_000760,2024-08-05 22:35:35,product_not_received,LOST
cb_000495,txn_0021797,cust_004174,2024-06-25 23:01:18,product_not_received,LOST
cb_000496,txn_0021934,cust_003180,2024-07-13 23:53:24,product_not_received,LOST
cb_000497,txn_0021936,cust_007725,2024-08-23 01:53:24,product_not_received,LOST
cb_000498,txn_0021941,cust_007725,2024-08-21 05:53:24,product_not_received,OPEN
cb_000499,txn_0021942,cust_002032,2024-07-20 05:57:13,unauthorized_transaction,WON
cb_000500,txn_0021991,cust_008308,2024-07-23 12:53:24,product_not_received,OPEN
cb_000501,txn_0022023,cust_005355,2024-08-28 16:54:18,unauthorized_transaction,LOST
cb_000502,txn_0022064,cust_001836,2024-07-03 20:48:37,product_not_received,LOST
cb_000503,txn_0022087,cust_008308,2024-07-21 23:53:24,unauthorized_transaction,PENDING
cb_000504,txn_0022089,cust_001381,2024-06-23 02:38:23,product_not_received,LOST
cb_000505,txn_0022090,cust_002710,2024-07-06 04:56:50,product_not_received,LOST
cb_000506,txn_0022123,cust_009829,2024-06-24 10:53:24,product_not_received,OPEN
cb_000507,txn_0022154,cust_001390,2024-08-11 13:27:41,credit_not_processed,WON
cb_000508,txn_0022166,cust_009829,2024-07-19 14:53:24,product_not_received,LOST
cb_000509,txn_0022198,cust_006600,2024-07-03 18:53:24,product_not_received,PENDING
cb_000510,txn_0022209,cust_002438,2024-06-20 19:42:40,unauthorized_transaction,LOST
cb_000511,txn_0022243,cust_002869,2024-07-17 22:51:22,product_not_received,LOST
cb_000512,txn_0022251,cust_000268,2024-07-05 23:53:40,product_not_received,LOST
cb_000513,txn_0022253,cust_004569,2024-06-23 04:21:07,product_not_received,LOST
cb_000514,txn_0022259,cust_001386,2024-08-03 07:13:29,unauthorized_transaction,OPEN
cb_000515,txn_0022264,cust_005503,2024-07-11 08:53:40,product_not_received,LOST
cb_000516,txn_0022270,cust_008742,2024-07-27 10:42:40,unauthorized_transaction,OPEN
cb_000517,txn_0022285,cust_008965,2024-06-22 11:42:40,product_not_received,OPEN
cb_000518,txn_0022315,cust_005059,2024-06-20 13:14:36,unauthorized_transaction,OPEN
cb_000519,txn_0022344,cust_008742,2024-08-07 15:42:40,unauthorized_transaction,PENDING
cb_000520,txn_0022345,cust_004363,2024-07-30 15:42:40,product_not_received,LOST
cb_000521,txn_0022363,cust_009281,2024-08-13 18:53:40,product_not_received,LOST
cb_000522,txn_0022391,cust_009095,2024-06-20 22:42:40,unauthorized_transaction,LOST
cb_000523,txn_0022398,cust_003046,2024-08-13 23:42:40,unauthorized_transaction,LOST
cb_000524,txn_0022403,cust_006206,2024-08-16 04:53:40,unauthorized_transaction,LOST
cb_000525,txn_0022404,cust_007722,2024-07-02 04:56:21,unauthorized_transaction,LOST
cb_000526,txn_0022423,cust_004791,2024-08-05 09:55:55,unauthorized_transaction,OPEN
cb_000527,txn_0022461,cust_006460,2024-08-12 14:03:14,product_not_as_described,OPEN
cb_000528,txn_0022481,cust_002032,2024-08-23 15:58:45,merchandise_defective,LOST
cb_000529,txn_0022508,cust_001634,2024-07-19 19:18:41,duplicate_charge,OPEN
cb_000530,txn_0022524,cust_003594,2024-07-20 20:32:22,duplicate_charge,OPEN
cb_000531,txn_0022549,cust_007054,2024-07-01 01:32:50,product_not_received,PENDING
cb_000532,txn_0022552,cust_004155,2024-08-13 03:54:00,product_not_received,LOST
cb_000533,txn_0022698,cust_007933,2024-08-04 23:47:50,product_not_received,LOST
cb_000534,txn_0022706,cust_004765,2024-07-31 07:47:50,unauthorized_transaction,OPEN
cb_000535,txn_0022721,cust_001634,2024-07-29 09:24:46,duplicate_charge,OPEN
cb_000536,txn_0022722,cust_003179,2024-08-14 09:33:34,product_not_received,LOST
cb_000537,txn_0022765,cust_008750,2024-08-26 13:11:39,credit_not_processed,WON
cb_000538,txn_0022774,cust_001634,2024-08-19 13:47:37,duplicate_charge,WON
cb_000539,txn_0022804,cust_000842,2024-08-25 17:18:11,unauthorized_transaction,PENDING
cb_000540,txn_0022840,cust_000405,2024-08-04 20:47:50,product_not_received,LOST
cb_000541,txn_0022857,cust_000405,2024-07-09 23:47:50,product_not_received,PENDING
cb_000542,txn_0022858,cust_004765,2024-09-01 23:47:50,unauthorized_transaction,LOST
cb_000543,txn_0022862,cust_009281,2024-07-03 01:21:20,product_not_received,OPEN
cb_000544,txn_0022863,cust_002141,2024-07-26 05:47:50,unauthorized_transaction,PENDING
cb_000545,txn_0022865,cust_007933,2024-08-30 06:47:50,unauthorized_transaction,LOST
cb_000546,txn_0022883,cust_002141,2024-07-25 08:47:50,product_not_received,OPEN
cb_000547,txn_0022884,cust_002067,2024-07-18 08:47:50,product_not_received,OPEN
cb_000548,txn_0022925,cust_004159,2024-08-04 13:15:20,product_not_received,LOST
cb_000549,txn_0022926,cust_000988,2024-08-26 13:18:53,unauthorized_transaction,LOST
cb_000550,txn_0022943,cust_006141,2024-07-18 15:20:32,product_not_received,OPEN
cb_000551,txn_0023096,cust_005783,2024-08-17 14:55:54,unauthorized_transaction,PENDING
cb_000552,txn_0023114,cust_001634,2024-09-02 17:23:26,subscription_cancelled,OPEN
cb_000553,txn_0023173,cust_003781,2024-07-17 04:49:49,unauthorized_transaction,LOST
cb_000554,txn_0023183,cust_005315,2024-07-29 07:59:38,unauthorized_transaction,LOST
cb_000555,txn_0023261,cust_004004,2024-07-09 16:22:55,unauthorized_transaction,OPEN
cb_000556,txn_0023295,cust_001780,2024-07-14 19:39:56,product_not_received,PENDING
cb_000557,txn_0023308,cust_007887,2024-07-28 20:31:14,product_not_received,OPEN
cb_000558,txn_0023336,cust_006118,2024-08-13 03:10:31,unauthorized_transaction,LOST
cb_000559,txn_0023413,cust_006659,2024-07-14 14:38:19,unauthorized_transaction,PENDING
cb_000560,txn_0023445,cust_004065,2024-08-25 17:58:32,product_not_received,LOST
cb_000561,txn_0023446,cust_004065,2024-07-21 18:03:54,product_not_received,LOST
cb_000562,txn_0023447,cust_004065,2024-08-12 18:04:24,product_not_received,LOST
cb_000563,txn_0023483,cust_007499,2024-08-27 22:36:26,unauthorized_transaction,LOST
cb_000564,txn_0023494,cust_009589,2024-08-13 03:24:09,product_not_received,OPEN
cb_000565,txn_0023602,cust_003976,2024-09-03 20:02:03,product_not_received,LOST
cb_000566,txn_0023672,cust_001806,2024-08-19 14:01:43,merchandise_defective,WON
cb_000567,txn_0023777,cust_002735,2024-07-24 10:04:58,unauthorized_transaction,LOST
cb_000568,txn_0023807,cust_001349,2024-07-19 12:46:01,unauthorized_transaction,OPEN
cb_000569,txn_0023893,cust_004905,2024-06-26 23:53:53,product_not_received,LOST
cb_000570,txn_0023898,cust_001317,2024-08-28 06:26:49,unauthorized_transaction,OPEN
cb_000571,txn_0023908,cust_001516,2024-07-23 08:15:12,product_not_received,LOST
cb_000572,txn_0023909,cust_001516,2024-07-12 08:15:51,unauthorized_transaction,PENDING
cb_000573,txn_0023910,cust_001516,2024-07-23 08:17:10,product_not_received,OPEN
cb_000574,txn_0023911,cust_001516,2024-08-15 08:18:53,product_not_received,PENDING
cb_000575,txn_0023913,cust_001516,2024-09-02 08:21:32,product_not_received,LOST
cb_000576,txn_0024164,cust_008109,2024-09-03 20:05:59,unauthorized_transaction,PENDING
cb_000577,txn_0024310,cust_001634,2024-07-16 22:41:02,product_not_as_described,PENDING
cb_000578,txn_0024316,cust_004939,2024-08-04 07:24:09,unauthorized_transaction,PENDING
cb_000579,txn_0024335,cust_002434,2024-07-17 10:24:09,unauthorized_transaction,OPEN
cb_000580,txn_0024388,cust_002936,2024-07-20 15:24:09,product_not_received,OPEN
cb_000581,txn_0024406,cust_005968,2024-07-30 18:24:09,unauthorized_transaction,LOST
cb_000582,txn_0024422,cust_001634,2024-08-27 19:44:26,merchandise_defective,WON
cb_000583,txn_0024453,cust_004566,2024-07-10 23:24:09,unauthorized_transaction,LOST
cb_000584,txn_0024479,cust_004382,2024-07-10 09:32:26,product_not_received,LOST
cb_000585,txn_0024545,cust_008892,2024-07-22 15:24:09,unauthorized_transaction,LOST
cb_000586,txn_0024560,cust_004483,2024-08-05 17:15:31,unauthorized_transaction,OPEN
cb_000587,txn_0024565,cust_004483,2024-09-01 17:19:39,unauthorized_transaction,OPEN
cb_000588,txn_0024650,cust_001568,2024-07-22 11:47:40,product_not_received,PENDING
cb_000589,txn_0024757,cust_004362,2024-08-10 07:03:22,unauthorized_transaction,LOST
cb_000590,txn_0024769,cust_004029,2024-07-19 08:46:01,unauthorized_transaction,PENDING
cb_000591,txn_0024778,cust_002666,2024-07-28 09:47:23,product_not_received,PENDING
cb_000592,txn_0024851,cust_005939,2024-09-13 17:18:14,unauthorized_transaction,LOST
cb_000593,txn_0024955,cust_009460,2024-07-26 12:12:28,unauthorized_transaction,WON
cb_000594,txn_0025007,cust_003956,2024-09-13 18:50:05,product_not_received,OPEN
cb_000595,txn_0025035,cust_003295,2024-09-01 22:21:31,product_not_received,OPEN
cb_000596,txn_0025044,cust_008488,2024-08-24 00:26:36,product_not_received,LOST
cb_000597,txn_0025104,cust_005623,2024-07-21 12:49:40,unauthorized_transaction,LOST
cb_000598,txn_0025106,cust_002032,2024-07-22 12:59:45,subscription_cancelled,OPEN
cb_000599,txn_0025173,cust_005683,2024-08-17 21:33:19,subscription_cancelled,PENDING
cb_000600,txn_0025435,cust_009502,2024-07-11 18:59:55,product_not_received,PENDING
cb_000601,txn_0025464,cust_000330,2024-07-12 21:09:17,product_not_received,OPEN
cb_000602,txn_0025513,cust_002032,2024-07-31 10:45:41,merchandise_defective,PENDING
cb_000603,txn_0025536,cust_008993,2024-08-11 12:38:22,duplicate_charge,LOST
cb_000604,txn_0025564,cust_002762,2024-07-27 15:15:21,unauthorized_transaction,LOST
cb_000605,txn_0025583,cust_003514,2024-07-31 18:05:30,unauthorized_transaction,PENDING
cb_000606,txn_0025584,cust_001682,2024-09-17 18:11:52,unauthorized_transaction,OPEN
cb_000607,txn_0025588,cust_002032,2024-08-29 18:13:35,credit_not_processed,WON
cb_000608,txn_0025617,cust_000149,2024-07-25 21:09:26,unauthorized_transaction,OPEN
cb_000609,txn_0025660,cust_004010,2024-08-12 09:09:26,unauthorized_transaction,OPEN
cb_000610,txn_0025661,cust_005494,2024-08-03 09:15:21,product_not_received,LOST
cb_000611,txn_0025664,cust_005430,2024-08-18 09:38:59,product_not_received,LOST
cb_000612,txn_0025703,cust_001634,2024-08-05 12:36:55,merchandise_defective,PENDING
cb_000613,txn_0025708,cust_007353,2024-08-03 13:05:30,product_not_received,LOST
cb_000614,txn_0025739,cust_002505,2024-09-20 17:12:10,unauthorized_transaction,LOST
cb_000615,txn_0025768,cust_005652,2024-07-23 20:05:30,product_not_received,LOST
cb_000616,txn_0025770,cust_008659,2024-07-14 20:09:26,unauthorized_transaction,OPEN
cb_000617,txn_0025793,cust_002234,2024-07-27 22:15:21,product_not_received,LOST
cb_000618,txn_0025799,cust_004974,2024-07-13 23:15:21,product_not_received,LOST
cb_000619,txn_0025803,cust_004541,2024-08-13 01:05:30,unauthorized_transaction,LOST
cb_000620,txn_0025809,cust_008392,2024-07-16 06:05:30,product_not_received,LOST
cb_000621,txn_0025833,cust_003476,2024-07-31 10:05:30,product_not_received,LOST
cb_000622,txn_0025844,cust_000149,2024-08-10 11:09:26,product_not_received,LOST
cb_000623,txn_0026149,cust_003238,2024-08-01 11:53:28,product_not_received,LOST
cb_000624,txn_0026247,cust_000589,2024-09-15 01:26:50,unauthorized_transaction,LOST
cb_000625,txn_0026300,cust_001634,2024-08-29 12:37:57,product_not_as_described,WON
cb_000626,txn_0026305,cust_009421,2024-09-22 13:00:33,product_not_received,LOST
cb_000627,txn_0026323,cust_005872,2024-08-14 14:47:11,product_not_received,LOST
cb_000628,txn_0026368,cust_007124,2024-08-11 20:48:12,product_not_received,OPEN
