id,first_seen,transaction_count,customer_count,fraud_count
dev_001385,2024-01-15 00:00:00,2,2,0
dev_001386,2024-09-14 00:00:00,13,4,0
dev_001387,2024-04-20 00:00:00,3,3,0
dev_001388,2024-11-25 00:00:00,0,0,0
dev_001389,2024-01-17 00:00:00,1,1,0
dev_001390,2024-12-07 00:00:00,2,2,0
dev_001391,2024-11-01 00:00:00,2,2,0
dev_001392,2024-02-12 00:00:00,3,3,0
dev_001393,2024-01-22 00:00:00,0,0,0
dev_001394,2024-10-31 00:00:00,3,3,0
dev_001395,2024-02-26 00:00:00,0,0,0
dev_001396,2024-07-14 00:00:00,0,0,0
dev_001397,2024-11-30 00:00:00,2,2,1
dev_001398,2024-07-26 00:00:00,2,2,0
dev_001399,2024-05-24 00:00:00,2,2,0
dev_001400,2024-06-11 00:00:00,5,5,0
dev_001401,2024-01-24 00:00:00,3,3,0
dev_001402,2024-12-19 00:00:00,1,1,0
dev_001403,2024-04-23 00:00:00,0,0,0
dev_001404,2024-03-10 00:00:00,2,2,0
dev_001405,2024-04-14 00:00:00,5,5,0
dev_001406,2024-12-17 00:00:00,14,4,0
dev_001407,2024-02-04 00:00:00,3,3,0
dev_001408,2024-11-12 00:00:00,0,0,0
dev_001409,2024-09-15 00:00:00,0,0,0
dev_001410,2024-10-29 00:00:00,1,1,0
dev_001411,2024-12-22 00:00:00,2,2,1
dev_001412,2024-11-03 00:00:00,3,1,0
dev_001413,2024-12-10 00:00:00,5,2,0
dev_001414,2024-02-16 00:00:00,1,1,0
dev_001415,2024-10-17 00:00:00,0,0,0
dev_001416,2024-07-18 00:00:00,2,2,0
dev_001417,2024-07-17 00:00:00,19,3,0
dev_001418,2024-11-24 00:00:00,3,3,1
dev_001419,2024-12-20 00:00:00,2,2,0
dev_001420,2024-09-14 00:00:00,3,3,1
dev_001421,2024-06-25 00:00:00,3,3,0
dev_001422,2024-06-15 00:00:00,4,4,0
dev_001423,2024-05-21 00:00:00,4,4,1
dev_001424,2024-05-11 00:00:00,2,2,0
dev_001425,2024-05-22 00:00:00,0,0,0
dev_001426,2024-02-02 00:00:00,4,3,0
dev_001427,2024-01-29 00:00:00,5,5,0
dev_001428,2024-10-11 00:00:00,5,2,0
dev_001429,2024-06-11 00:00:00,5,1,0
dev_001430,2024-12-05 00:00:00,2,2,0
dev_001431,2024-08-11 00:00:00,5,5,0
dev_001432,2024-01-13 00:00:00,3,3,0
dev_001433,2024-02-27 00:00:00,0,0,0
dev_001434,2024-03-16 00:00:00,4,4,1
dev_001435,2024-12-22 00:00:00,4,4,0
dev_001436,2024-03-20 00:00:00,2,2,0
dev_001437,2024-07-07 00:00:00,11,2,0
dev_001438,2024-12-07 00:00:00,2,2,0
dev_001439,2024-12-22 00:00:00,3,2,0
dev_001440,2024-03-27 00:00:00,3,3,1
dev_001441,2024-01-18 00:00:00,1,1,0
dev_001442,2024-02-26 00:00:00,5,4,0
dev_001443,2024-01-24 00:00:00,2,2,0
dev_001444,2024-03-12 00:00:00,2,2,0
dev_001445,2024-07-26 00:00:00,0,0,0
dev_001446,2024-11-29 00:00:00,2,2,0
dev_001447,2024-07-15 00:00:00,3,3,0
dev_001448,2024-08-16 00:00:00,3,3,0
dev_001449,2024-03-14 00:00:00,4,4,0
dev_001450,2024-10-19 00:00:00,1,1,0
dev_001451,2024-08-13 00:00:00,1,1,0
dev_001452,2024-11-11 00:00:00,2,2,0
dev_001453,2024-12-12 00:00:00,2,2,0
dev_001454,2024-05-06 00:00:00,1,1,0
dev_001455,2024-02-03 00:00:00,1,1,0
dev_001456,2024-03-23 00:00:00,1,1,0
dev_001457,2024-06-08 00:00:00,1,1,0
dev_001458,2024-12-11 00:00:00,1,1,0
dev_001459,2024-05-18 00:00:00,0,0,0
dev_001460,2024-10-08 00:00:00,2,1,0
dev_001461,2024-07-16 00:00:00,0,0,0
dev_001462,2024-03-07 00:00:00,4,4,0
dev_001463,2024-04-27 00:00:00,1,1,0
dev_001464,2024-08-26 00:00:00,3,3,0
dev_001465,2024-09-02 00:00:00,2,2,0
dev_001466,2024-06-07 00:00:00,2,2,0
dev_001467,2024-03-24 00:00:00,2,2,0
dev_001468,2024-09-20 00:00:00,0,0,0
dev_001469,2024-03-02 00:00:00,2,2,0
dev_001470,2024-12-07 00:00:00,2,2,0
dev_001471,2024-03-09 00:00:00,5,5,1
dev_001472,2024-02-09 00:00:00,1,1,0
dev_001473,2024-06-30 00:00:00,8,4,0
dev_001474,2024-07-08 00:00:00,6,5,0
dev_001475,2024-07-04 00:00:00,4,4,0
dev_001476,2024-06-08 00:00:00,3,3,1
dev_001477,2024-12-29 00:00:00,1,1,0
dev_001478,2024-06-26 00:00:00,5,2,0
dev_001479,2024-06-23 00:00:00,7,5,0
dev_001480,2024-06-02 00:00:00,1,1,0
dev_001481,2024-01-25 00:00:00,2,2,0
dev_001482,2024-08-04 00:00:00,4,4,0
dev_001483,2024-03-24 00:00:00,1,1,0
dev_001484,2024-08-20 00:00:00,2,2,0
dev_001485,2024-01-19 00:00:00,1,1,0
dev_001486,2024-12-24 00:00:00,1,1,0
dev_001487,2024-06-20 00:00:00,1,1,0
dev_001488,2024-11-23 00:00:00,29,3,0
dev_001489,2024-06-22 00:00:00,3,3,1
dev_001490,2024-01-23 00:00:00,0,0,0
dev_001491,2024-10-27 00:00:00,1,1,0
dev_001492,2024-08-24 00:00:00,3,3,0
dev_001493,2024-10-12 00:00:00,2,2,0
dev_001494,2024-06-05 00:00:00,2,2,0
dev_001495,2024-08-20 00:00:00,1,1,0
dev_001496,2024-11-08 00:00:00,130,5,0
dev_001497,2024-08-18 00:00:00,4,3,0
dev_001498,2024-05-06 00:00:00,4,3,0
dev_001499,2024-08-29 00:00:00,5,4,0
dev_001500,2024-09-02 00:00:00,3,3,0
dev_001501,2024-12-16 00:00:00,0,0,0
dev_001502,2024-05-15 00:00:00,8,5,0
dev_001503,2024-06-04 00:00:00,3,3,0
dev_001504,2024-10-23 00:00:00,1,1,0
dev_001505,2024-07-03 00:00:00,2,2,0
dev_001506,2024-09-25 00:00:00,4,4,0
dev_001507,2024-06-16 00:00:00,5,4,0
dev_001508,2024-03-19 00:00:00,4,3,0
dev_001509,2024-09-28 00:00:00,2,2,0
dev_001510,2024-02-17 00:00:00,4,2,0
dev_001511,2024-03-13 00:00:00,3,1,0
dev_001512,2024-08-16 00:00:00,3,3,0
dev_001513,2024-09-29 00:00:00,4,4,1
dev_001514,2024-11-22 00:00:00,0,0,0
dev_001515,2024-04-09 00:00:00,0,0,0
dev_001516,2024-02-10 00:00:00,0,0,0
dev_001517,2024-12-14 00:00:00,2,2,0
dev_001518,2024-02-26 00:00:00,2,2,1
dev_001519,2024-03-13 00:00:00,1,1,0
dev_001520,2024-04-16 00:00:00,2,2,0
dev_001521,2024-07-12 00:00:00,2,2,0
dev_001522,2024-11-18 00:00:00,3,3,0
dev_001523,2024-10-04 00:00:00,2,2,0
dev_001524,2024-09-15 00:00:00,2,2,0
dev_001525,2024-03-04 00:00:00,5,5,0
dev_001526,2024-05-10 00:00:00,1,1,0
dev_001527,2024-06-23 00:00:00,1,1,0
dev_001528,2024-02-23 00:00:00,0,0,0
dev_001529,2024-04-09 00:00:00,3,3,0
dev_001530,2024-04-22 00:00:00,1,1,0
dev_001531,2024-02-16 00:00:00,2,2,0
dev_001532,2024-07-19 00:00:00,4,4,0
dev_001533,2024-09-14 00:00:00,1,1,1
dev_001534,2024-01-26 00:00:00,5,3,1
dev_001535,2024-06-24 00:00:00,1,1,0
dev_001536,2024-10-12 00:00:00,6,2,0
dev_001537,2024-09-30 00:00:00,1,1,0
dev_001538,2024-10-24 00:00:00,0,0,0
dev_001539,2024-06-12 00:00:00,5,5,1
dev_001540,2024-10-26 00:00:00,2,2,0
dev_001541,2024-03-28 00:00:00,0,0,0
dev_001542,2024-05-11 00:00:00,0,0,0
dev_001543,2024-03-05 00:00:00,1,1,0
dev_001544,2024-06-19 00:00:00,1,1,1
dev_001545,2024-05-23 00:00:00,0,0,0
dev_001546,2024-03-28 00:00:00,1,1,0
dev_001547,2024-10-01 00:00:00,10,2,0
dev_001548,2024-04-24 00:00:00,2,2,0
dev_001549,2024-04-09 00:00:00,5,3,0
dev_001550,2024-02-17 00:00:00,3,3,0
dev_001551,2024-06-09 00:00:00,0,0,0
dev_001552,2024-04-20 00:00:00,1,1,0
dev_001553,2024-05-14 00:00:00,1,1,0
dev_001554,2024-03-27 00:00:00,0,0,0
dev_001555,2024-10-05 00:00:00,5,5,0
dev_001556,2024-12-05 00:00:00,0,0,0
dev_001557,2024-06-30 00:00:00,1,1,0
dev_001558,2024-08-22 00:00:00,14,4,0
dev_001559,2024-11-12 00:00:00,2,2,0
dev_001560,2024-12-30 00:00:00,0,0,0
dev_001561,2024-08-11 00:00:00,1,1,0
dev_001562,2024-11-20 00:00:00,2,2,0
dev_001563,2024-11-27 00:00:00,32,2,0
dev_001564,2024-10-15 00:00:00,184,9,1
dev_001565,2024-06-17 00:00:00,1,1,0
dev_001566,2024-01-30 00:00:00,0,0,0
dev_001567,2024-01-06 00:00:00,10,4,0
dev_001568,2024-06-23 00:00:00,2,2,0
dev_001569,2024-06-29 00:00:00,5,5,1
dev_001570,2024-05-28 00:00:00,3,3,0
dev_001571,2024-07-26 00:00:00,4,4,0
dev_001572,2024-07-20 00:00:00,3,3,1
dev_001573,2024-11-01 00:00:00,1,1,0
dev_001574,2024-02-09 00:00:00,2,2,0
dev_001575,2024-03-23 00:00:00,2,2,0
dev_001576,2024-10-16 00:00:00,2,2,0
dev_001577,2024-11-05 00:00:00,0,0,0
dev_001578,2024-12-29 00:00:00,1,1,0
dev_001579,2024-11-14 00:00:00,1,1,0
dev_001580,2024-11-20 00:00:00,4,4,0
dev_001581,2024-04-24 00:00:00,1,1,0
dev_001582,2024-05-26 00:00:00,2,2,0
dev_001583,2024-04-07 00:00:00,1,1,0
dev_001584,2024-08-09 00:00:00,5,4,2
dev_001585,2024-12-08 00:00:00,3,3,0
dev_001586,2024-05-05 00:00:00,20,3,0
dev_001587,2024-07-22 00:00:00,3,3,0
dev_001588,2024-04-18 00:00:00,3,3,1
dev_001589,2024-03-02 00:00:00,1,1,0
dev_001590,2024-03-12 00:00:00,2,1,0
dev_001591,2024-01-22 00:00:00,4,4,0
dev_001592,2024-12-12 00:00:00,2,2,0
dev_001593,2024-05-27 00:00:00,10,2,0
dev_001594,2024-10-31 00:00:00,2,2,0
dev_001595,2024-09-05 00:00:00,1,1,0
dev_001596,2024-03-11 00:00:00,1,1,0
dev_001597,2024-03-05 00:00:00,14,2,0
dev_001598,2024-10-23 00:00:00,2,2,0
dev_001599,2024-04-06 00:00:00,2,2,0
dev_001600,2024-11-29 00:00:00,2,2,0
dev_001601,2024-02-21 00:00:00,2,2,0
dev_001602,2024-09-04 00:00:00,2,2,0
dev_001603,2024-10-24 00:00:00,2,2,0
dev_001604,2024-03-26 00:00:00,3,3,1
dev_001605,2024-04-10 00:00:00,2,2,1
dev_001606,2024-12-18 00:00:00,1,1,0
dev_001607,2024-04-06 00:00:00,2,2,0
dev_001608,2024-06-05 00:00:00,23,3,0
dev_001609,2024-06-06 00:00:00,4,4,0
dev_001610,2024-04-02 00:00:00,1,1,0
dev_001611,2024-10-10 00:00:00,0,0,0
dev_001612,2024-10-08 00:00:00,3,3,0
dev_001613,2024-05-18 00:00:00,2,2,0
dev_001614,2024-10-31 00:00:00,1,1,0
dev_001615,2024-03-18 00:00:00,1,1,0
dev_001616,2024-01-02 00:00:00,1,1,0
dev_001617,2024-07-27 00:00:00,1,1,0
dev_001618,2024-12-28 00:00:00,2,2,0
dev_001619,2024-01-15 00:00:00,2,2,0
dev_001620,2024-03-16 00:00:00,0,0,0
dev_001621,2024-07-08 00:00:00,3,3,0
dev_001622,2024-10-22 00:00:00,4,4,0
dev_001623,2024-02-02 00:00:00,10,3,0
dev_001624,2024-05-24 00:00:00,5,2,0
dev_001625,2024-09-29 00:00:00,2,2,0
dev_001626,2024-05-15 00:00:00,5,5,0
dev_001627,2024-03-09 00:00:00,3,1,0
dev_001628,2024-03-12 00:00:00,1,1,0
dev_001629,2024-05-29 00:00:00,0,0,0
dev_001630,2024-06-23 00:00:00,10,2,0
dev_001631,2024-11-10 00:00:00,24,5,1
dev_001632,2024-08-22 00:00:00,2,2,1
dev_001633,2024-09-08 00:00:00,1,1,0
dev_001634,2024-12-24 00:00:00,2,2,0
dev_001635,2024-05-30 00:00:00,3,3,0
dev_001636,2024-05-27 00:00:00,2,2,0
dev_001637,2024-12-03 00:00:00,2,2,0
dev_001638,2024-03-30 00:00:00,5,2,0
dev_001639,2024-09-23 00:00:00,2,2,0
dev_001640,2024-10-02 00:00:00,2,2,0
dev_001641,2024-02-05 00:00:00,4,4,0
dev_001642,2024-06-19 00:00:00,1,1,0
dev_001643,2024-03-14 00:00:00,0,0,0
dev_001644,2024-03-08 00:00:00,1,1,1
dev_001645,2024-06-18 00:00:00,2,2,0
dev_001646,2024-04-15 00:00:00,1,1,0
dev_001647,2024-10-17 00:00:00,7,6,0
dev_001648,2024-11-27 00:00:00,2,2,0
dev_001649,2024-10-19 00:00:00,1,1,0
dev_001650,2024-04-07 00:00:00,5,4,0
dev_001651,2024-04-10 00:00:00,5,4,0
dev_001652,2024-04-02 00:00:00,4,4,0
dev_001653,2024-02-19 00:00:00,3,3,0
dev_001654,2024-12-10 00:00:00,29,4,1
dev_001655,2024-05-26 00:00:00,1,1,0
dev_001656,2024-03-23 00:00:00,2,2,0
dev_001657,2024-11-05 00:00:00,2,2,0
dev_001658,2024-05-25 00:00:00,3,3,0
dev_001659,2024-01-13 00:00:00,0,0,0
dev_001660,2024-02-29 00:00:00,1,1,0
dev_001661,2024-08-21 00:00:00,2,2,0
dev_001662,2024-10-12 00:00:00,2,2,0
dev_001663,2024-03-17 00:00:00,2,2,0
dev_001664,2024-11-30 00:00:00,2,2,0
dev_001665,2024-11-06 00:00:00,1,1,0
dev_001666,2024-11-05 00:00:00,7,1,0
dev_001667,2024-03-24 00:00:00,1,1,0
dev_001668,2024-01-19 00:00:00,2,2,0
dev_001669,2024-11-12 00:00:00,5,3,0
dev_001670,2024-04-21 00:00:00,1,1,0
dev_001671,2024-08-13 00:00:00,2,2,0
dev_001672,2024-10-04 00:00:00,1,1,0
dev_001673,2024-02-16 00:00:00,2,2,0
dev_001674,2024-10-12 00:00:00,1,1,0
dev_001675,2024-12-08 00:00:00,1,1,0
dev_001676,2024-09-22 00:00:00,2,2,0
dev_001677,2024-06-10 00:00:00,4,4,0
dev_001678,2024-11-15 00:00:00,2,2,0
dev_001679,2024-07-11 00:00:00,2,2,0
dev_001680,2024-09-28 00:00:00,2,2,0
dev_001681,2024-10-26 00:00:00,7,3,0
dev_001682,2024-09-30 00:00:00,6,3,0
dev_001683,2024-04-15 00:00:00,1,1,0
dev_001684,2024-02-13 00:00:00,3,1,0
dev_001685,2024-03-27 00:00:00,4,4,0
dev_001686,2024-07-02 00:00:00,1,1,0
dev_001687,2024-07-03 00:00:00,0,0,0
dev_001688,2024-07-31 00:00:00,6,5,0
dev_001689,2024-05-24 00:00:00,2,2,1
dev_001690,2024-10-14 00:00:00,0,0,0
dev_001691,2024-11-29 00:00:00,0,0,0
dev_001692,2024-03-31 00:00:00,1,1,0
dev_001693,2024-09-25 00:00:00,2,2,0
dev_001694,2024-09-04 00:00:00,2,2,0
dev_001695,2024-07-09 00:00:00,1,1,0
dev_001696,2024-03-09 00:00:00,2,2,0
dev_001697,2024-10-17 00:00:00,0,0,0
dev_001698,2024-12-16 00:00:00,1,1,0
dev_001699,2024-09-20 00:00:00,3,3,0
dev_001700,2024-12-01 00:00:00,3,3,0
dev_001701,2024-12-25 00:00:00,0,0,0
dev_001702,2024-05-08 00:00:00,482,1,0
dev_001703,2024-08-20 00:00:00,4,1,0
dev_001704,2024-06-21 00:00:00,2,2,0
dev_001705,2024-12-26 00:00:00,2,2,0
dev_001706,2024-02-04 00:00:00,2,2,0
dev_001707,2024-05-30 00:00:00,4,4,1
dev_001708,2024-11-15 00:00:00,8,2,0
dev_001709,2024-04-13 00:00:00,3,3,0
dev_001710,2024-10-14 00:00:00,2,2,0
dev_001711,2024-05-19 00:00:00,1,1,1
dev_001712,2024-12-23 00:00:00,2,2,0
dev_001713,2024-11-18 00:00:00,1,1,0
dev_001714,2024-04-19 00:00:00,2,1,0
dev_001715,2024-10-08 00:00:00,2,2,0
dev_001716,2024-05-02 00:00:00,2,2,0
dev_001717,2024-08-09 00:00:00,2,2,1
dev_001718,2024-08-28 00:00:00,2,2,0
dev_001719,2024-10-29 00:00:00,3,3,0
dev_001720,2024-01-09 00:00:00,1,1,0
dev_001721,2024-03-21 00:00:00,1,1,0
dev_001722,2024-09-16 00:00:00,2,2,0
dev_001723,2024-07-24 00:00:00,3,3,0
dev_001724,2024-06-29 00:00:00,2,2,0
dev_001725,2024-01-21 00:00:00,2,2,0
dev_001726,2024-05-07 00:00:00,1,1,0
dev_001727,2024-11-11 00:00:00,4,4,0
dev_001728,2024-01-12 00:00:00,6,1,0
dev_001729,2024-05-24 00:00:00,2,2,0
dev_001730,2024-12-10 00:00:00,1,1,0
dev_001731,2024-01-19 00:00:00,42,5,0
dev_001732,2024-09-30 00:00:00,5,3,0
dev_001733,2024-04-04 00:00:00,1,1,0
dev_001734,2024-11-12 00:00:00,1,1,0
dev_001735,2024-09-29 00:00:00,1,1,0
dev_001736,2024-11-19 00:00:00,0,0,0
dev_001737,2024-03-19 00:00:00,1,1,0
dev_001738,2024-07-12 00:00:00,2,2,0
dev_001739,2024-10-11 00:00:00,0,0,0
dev_001740,2024-03-30 00:00:00,1,1,0
dev_001741,2024-03-25 00:00:00,1,1,0
dev_001742,2024-01-10 00:00:00,2,2,0
dev_001743,2024-12-15 00:00:00,12,2,0
dev_001744,2024-09-16 00:00:00,4,4,0
dev_001745,2024-08-19 00:00:00,0,0,0
dev_001746,2024-09-28 00:00:00,0,0,0
dev_001747,2024-07-13 00:00:00,3,3,1
dev_001748,2024-06-22 00:00:00,5,4,0
dev_001749,2024-06-13 00:00:00,4,4,1
dev_001750,2024-08-21 00:00:00,3,3,0
dev_001751,2024-03-14 00:00:00,3,3,0
dev_001752,2024-11-20 00:00:00,1,1,0
dev_001753,2024-10-23 00:00:00,0,0,0
dev_001754,2024-05-07 00:00:00,1,1,0
dev_001755,2024-07-30 00:00:00,0,0,0
dev_001756,2024-02-21 00:00:00,5,4,0
dev_001757,2024-12-20 00:00:00,11,5,0
dev_001758,2024-11-25 00:00:00,5,3,0
dev_001759,2024-12-02 00:00:00,2,2,0
dev_001760,2024-05-01 00:00:00,2,2,1
dev_001761,2024-03-02 00:00:00,1,1,0
dev_001762,2024-03-18 00:00:00,1,1,0
dev_001763,2024-02-02 00:00:00,1,1,0
dev_001764,2024-02-13 00:00:00,1,1,0
dev_001765,2024-01-27 00:00:00,10,2,0
dev_001766,2024-12-27 00:00:00,12,4,0
dev_001767,2024-01-28 00:00:00,2,2,0
dev_001768,2024-02-18 00:00:00,2,2,0
dev_001769,2024-10-28 00:00:00,0,0,0
dev_001770,2024-07-30 00:00:00,11,4,0
dev_001771,2024-10-09 00:00:00,10,2,0
dev_001772,2024-08-18 00:00:00,2,2,1
dev_001773,2024-11-17 00:00:00,4,4,0
dev_001774,2024-08-21 00:00:00,2,2,0
dev_001775,2024-07-09 00:00:00,6,3,0
dev_001776,2024-09-17 00:00:00,2,2,0
dev_001777,2024-06-12 00:00:00,6,5,1
dev_001778,2024-05-06 00:00:00,10,2,0
dev_001779,2024-06-19 00:00:00,2,2,0
dev_001780,2024-03-02 00:00:00,1,1,0
dev_001781,2024-10-17 00:00:00,3,3,0
dev_001782,2024-04-05 00:00:00,0,0,0
dev_001783,2024-02-26 00:00:00,2,2,1
dev_001784,2024-03-30 00:00:00,1,1,0
dev_001785,2024-11-03 00:00:00,4,2,0
dev_001786,2024-04-30 00:00:00,1,1,0
dev_001787,2024-09-07 00:00:00,2,2,0
dev_001788,2024-11-08 00:00:00,3,3,0
dev_001789,2024-01-29 00:00:00,1,1,0
dev_001790,2024-10-06 00:00:00,1,1,0
dev_001791,2024-04-22 00:00:00,1,1,0
dev_001792,2024-03-20 00:00:00,3,3,0
dev_001793,2024-09-08 00:00:00,7,5,1
dev_001794,2024-11-28 00:00:00,0,0,0
dev_001795,2024-04-17 00:00:00,57,1,0
dev_001796,2024-07-26 00:00:00,0,0,0
dev_001797,2024-04-15 00:00:00,3,1,0
dev_001798,2024-07-21 00:00:00,2,2,0
dev_001799,2024-08-14 00:00:00,0,0,0
dev_001800,2024-08-10 00:00:00,2,1,0
dev_001801,2024-08-15 00:00:00,0,0,0
dev_001802,2024-02-19 00:00:00,1,1,0
dev_001803,2024-09-10 00:00:00,2,2,0
dev_001804,2024-09-03 00:00:00,1,1,0
dev_001805,2024-09-06 00:00:00,20,2,0
dev_001806,2024-01-28 00:00:00,3,3,0
dev_001807,2024-06-12 00:00:00,0,0,0
dev_001808,2024-05-29 00:00:00,1,1,0
dev_001809,2024-02-01 00:00:00,1,1,0
dev_001810,2024-03-22 00:00:00,10,3,0
dev_001811,2024-06-09 00:00:00,2,2,0
dev_001812,2024-09-28 00:00:00,0,0,0
dev_001813,2024-03-27 00:00:00,2,2,0
dev_001814,2024-10-29 00:00:00,1,1,0
dev_001815,2024-07-18 00:00:00,2,2,0
dev_001816,2024-10-04 00:00:00,3,3,1
dev_001817,2024-06-21 00:00:00,1,1,0
dev_001818,2024-07-01 00:00:00,56,4,0
dev_001819,2024-08-14 00:00:00,0,0,0
dev_001820,2024-12-04 00:00:00,2,2,0
dev_001821,2024-06-28 00:00:00,0,0,0
dev_001822,2024-07-11 00:00:00,8,5,0
dev_001823,2024-08-07 00:00:00,8,5,1
dev_001824,2024-09-26 00:00:00,4,4,0
dev_001825,2024-01-27 00:00:00,1,1,0
dev_001826,2024-07-07 00:00:00,2,2,0
dev_001827,2024-06-24 00:00:00,1,1,0
dev_001828,2024-12-02 00:00:00,0,0,0
dev_001829,2024-06-29 00:00:00,2,2,0
dev_001830,2024-06-19 00:00:00,1,1,1
dev_001831,2024-12-17 00:00:00,5,5,0
dev_001832,2024-06-13 00:00:00,0,0,0
dev_001833,2024-03-07 00:00:00,1,1,0
dev_001834,2024-03-20 00:00:00,2,2,0
dev_001835,2024-02-04 00:00:00,49,1,0
dev_001836,2024-01-01 00:00:00,7,4,0
dev_001837,2024-06-06 00:00:00,4,4,0
dev_001838,2024-10-07 00:00:00,1,1,0
dev_001839,2024-09-24 00:00:00,4,4,1
dev_001840,2024-01-12 00:00:00,2,2,0
dev_001841,2024-07-27 00:00:00,3,3,0
dev_001842,2024-02-26 00:00:00,2,2,0
dev_001843,2024-12-09 00:00:00,6,3,0
dev_001844,2024-03-02 00:00:00,0,0,0
dev_001845,2024-08-16 00:00:00,2,2,0
dev_001846,2024-04-29 00:00:00,5,4,0
dev_001847,2024-08-22 00:00:00,2,2,0
dev_001848,2024-05-30 00:00:00,0,0,0
dev_001849,2024-10-04 00:00:00,4,4,0
dev_001850,2024-03-25 00:00:00,1,1,0
dev_001851,2024-11-26 00:00:00,2,2,0
dev_001852,2024-07-01 00:00:00,2,2,0
dev_001853,2024-10-02 00:00:00,1,1,0
dev_001854,2024-11-06 00:00:00,3,3,0
dev_001855,2024-12-30 00:00:00,7,7,0
dev_001856,2024-03-22 00:00:00,2,2,0
dev_001857,2024-04-14 00:00:00,0,0,0
dev_001858,2024-04-01 00:00:00,63,1,0
dev_001859,2024-04-05 00:00:00,2,2,0
dev_001860,2024-07-31 00:00:00,1,1,0
dev_001861,2024-12-28 00:00:00,1,1,0
dev_001862,2024-12-27 00:00:00,3,3,0
dev_001863,2024-07-11 00:00:00,3,3,0
dev_001864,2024-08-21 00:00:00,1,1,0
dev_001865,2024-11-09 00:00:00,17,1,0
dev_001866,2024-12-06 00:00:00,2,2,0
dev_001867,2024-03-15 00:00:00,6,6,1
dev_001868,2024-07-11 00:00:00,0,0,0
dev_001869,2024-10-30 00:00:00,4,4,0
dev_001870,2024-04-20 00:00:00,5,1,0
dev_001871,2024-06-09 00:00:00,0,0,0
dev_001872,2024-12-25 00:00:00,32,3,0
dev_001873,2024-12-25 00:00:00,2,2,0
dev_001874,2024-11-26 00:00:00,5,5,1
dev_001875,2024-10-18 00:00:00,4,4,0
dev_001876,2024-04-08 00:00:00,3,3,1
dev_001877,2024-04-27 00:00:00,19,5,0
dev_001878,2024-07-18 00:00:00,0,0,0
dev_001879,2024-07-23 00:00:00,7,1,0
dev_001880,2024-07-03 00:00:00,14,3,0
dev_001881,2024-08-20 00:00:00,4,4,0
dev_001882,2024-05-29 00:00:00,4,4,0
dev_001883,2024-09-30 00:00:00,1,1,0
dev_001884,2024-05-01 00:00:00,4,4,0
dev_001885,2024-04-30 00:00:00,2,2,1
dev_001886,2024-02-16 00:00:00,4,4,1
dev_001887,2024-03-09 00:00:00,3,3,0
dev_001888,2024-11-06 00:00:00,0,0,0
dev_001889,2024-06-11 00:00:00,2,2,0
dev_001890,2024-03-24 00:00:00,3,1,0
dev_001891,2024-10-04 00:00:00,3,3,0
dev_001892,2024-07-21 00:00:00,3,3,0
dev_001893,2024-01-08 00:00:00,2,2,0
dev_001894,2024-04-25 00:00:00,1,1,0
dev_001895,2024-03-05 00:00:00,2,2,0
dev_001896,2024-08-27 00:00:00,15,4,1
dev_001897,2024-04-10 00:00:00,0,0,0
dev_001898,2024-01-24 00:00:00,0,0,0
dev_001899,2024-01-21 00:00:00,3,3,0
dev_001900,2024-07-31 00:00:00,1,1,1
dev_001901,2024-01-08 00:00:00,6,2,0
dev_001902,2024-11-05 00:00:00,0,0,0
dev_001903,2024-02-26 00:00:00,4,4,0
dev_001904,2024-08-09 00:00:00,8,4,1
dev_001905,2024-06-11 00:00:00,1,1,0
dev_001906,2024-06-10 00:00:00,1,1,0
dev_001907,2024-01-27 00:00:00,7,7,0
dev_001908,2024-10-20 00:00:00,5,5,1
dev_001909,2024-11-21 00:00:00,2,2,0
dev_001910,2024-01-05 00:00:00,6,3,0
dev_001911,2024-03-06 00:00:00,1,1,0
dev_001912,2024-11-25 00:00:00,0,0,0
dev_001913,2024-07-19 00:00:00,1,1,0
dev_001914,2024-02-24 00:00:00,4,4,0
dev_001915,2024-03-15 00:00:00,0,0,0
dev_001916,2024-08-28 00:00:00,8,3,1
dev_001917,2024-09-21 00:00:00,2,2,0
dev_001918,2024-08-06 00:00:00,1,1,0
dev_001919,2024-12-13 00:00:00,2,2,0
dev_001920,2024-06-29 00:00:00,2,2,0
dev_001921,2024-04-19 00:00:00,2,2,0
dev_001922,2024-06-23 00:00:00,4,4,0
dev_001923,2024-05-11 00:00:00,1,1,0
dev_001924,2024-03-22 00:00:00,8,5,0
dev_001925,2024-01-17 00:00:00,1,1,0
dev_001926,2024-05-08 00:00:00,5,4,0
dev_001927,2024-09-16 00:00:00,2,2,0
dev_001928,2024-01-07 00:00:00,1,1,0
dev_001929,2024-06-09 00:00:00,6,3,0
dev_001930,2024-08-23 00:00:00,0,0,0
dev_001931,2024-08-10 00:00:00,2,2,0
dev_001932,2024-10-10 00:00:00,3,3,2
dev_001933,2024-10-22 00:00:00,3,3,0
dev_001934,2024-09-16 00:00:00,1,1,0
dev_001935,2024-02-07 00:00:00,1,1,0
dev_001936,2024-06-22 00:00:00,2,2,0
dev_001937,2024-08-08 00:00:00,0,0,0
dev_001938,2024-03-30 00:00:00,1,1,0
dev_001939,2024-01-16 00:00:00,3,3,0
dev_001940,2024-03-22 00:00:00,1,1,0
dev_001941,2024-06-15 00:00:00,7,4,1
dev_001942,2024-05-31 00:00:00,2,2,0
dev_001943,2024-03-05 00:00:00,1,1,0
