id,created_at,country,transaction_count,lifetime_value,average_transaction,return_count,return_rate,chargeback_count,chargeback_rate
cust_002785,2024-05-03,US,1,71.91,71.91,0,0.0,0,0.0
cust_002786,2024-02-19,US,1,221.2,221.2,0,0.0,0,0.0
cust_002787,2024-03-10,BR,1,17.94,17.94,0,0.0,0,0.0
cust_002788,2024-06-30,NG,2,717.78,358.89,0,0.0,0,0.0
cust_002789,2024-03-03,US,1,36.87,36.87,1,1.0,0,0.0
cust_002790,2024-03-11,CA,1,259.45,259.45,0,0.0,0,0.0
cust_002791,2024-03-07,AU,1,119.65,119.65,0,0.0,0,0.0
cust_002792,2024-07-18,US,1,54.57,54.57,0,0.0,0,0.0
cust_002793,2024-02-18,ZA,11,8156.31,741.48,0,0.0,0,0.0
cust_002794,2024-04-17,US,1,81.17,81.17,0,0.0,0,0.0
cust_002795,2024-02-19,CA,1,85.76,85.76,0,0.0,0,0.0
cust_002796,2024-02-14,US,1,120.85,120.85,0,0.0,0,0.0
cust_002797,2024-01-23,US,1,280.65,280.65,0,0.0,0,0.0
cust_002798,2024-02-27,US,2,8467.72,4233.86,0,0.0,0,0.0
cust_002799,2024-01-24,US,1,52.73,52.73,0,0.0,0,0.0
cust_002800,2024-02-26,CN,34,17442.53,513.02,23,0.6765,0,0.0
cust_002801,2024-01-16,CA,10,938.48,93.85,0,0.0,0,0.0
cust_002802,2024-04-15,US,1,91.35,91.35,0,0.0,0,0.0
cust_002803,2024-05-20,UK,1,55.76,55.76,0,0.0,0,0.0
cust_002804,2024-04-03,US,1,40.18,40.18,1,1.0,0,0.0
cust_002805,2024-01-22,IN,1,136.58,136.58,0,0.0,0,0.0
cust_002806,2024-03-24,CA,1,160.33,160.33,0,0.0,0,0.0
cust_002807,2024-01-21,UK,0,0.0,0.0,0,0.0,0,0.0
cust_002808,2024-02-05,DE,1,385.93,385.93,0,0.0,0,0.0
cust_002809,2024-05-23,UK,1,239.26,239.26,0,0.0,0,0.0
cust_002810,2024-02-21,BR,2,1808.84,904.42,0,0.0,0,0.0
cust_002811,2024-03-17,IN,1,111.29,111.29,1,1.0,0,0.0
cust_002812,2024-07-20,US,1,135.59,135.59,0,0.0,0,0.0
cust_002813,2024-01-11,US,1,204.2,204.2,0,0.0,0,0.0
cust_002814,2024-06-19,US,1,88.16,88.16,0,0.0,0,0.0
cust_002815,2024-05-24,RU,1,24.06,24.06,0,0.0,0,0.0
cust_002816,2024-07-05,BR,1,171.95,171.95,1,1.0,0,0.0
cust_002817,2024-03-16,KR,2,3016.52,1508.26,0,0.0,2,1.0
cust_002818,2024-07-22,FR,0,0.0,0.0,0,0.0,0,0.0
cust_002819,2024-02-03,RU,1,215.13,215.13,0,0.0,0,0.0
cust_002820,2024-05-20,UK,1,25.03,25.03,0,0.0,0,0.0
cust_002821,2024-04-20,IN,1,275.33,275.33,0,0.0,0,0.0
cust_002822,2024-01-04,UK,1,134.82,134.82,0,0.0,0,0.0
cust_002823,2024-02-17,JP,1,61.05,61.05,0,0.0,0,0.0
cust_002824,2024-04-27,ZA,2,9284.01,4642.0,0,0.0,0,0.0
cust_002825,2024-06-04,FR,1,203.93,203.93,0,0.0,0,0.0
cust_002826,2024-09-26,AU,1,141.7,141.7,0,0.0,0,0.0
cust_002827,2024-06-12,NG,2,2236.14,1118.07,0,0.0,1,0.5
cust_002828,2024-03-29,US,6,336.25,56.04,1,0.1667,1,0.1667
cust_002829,2024-01-24,CA,2,3375.02,1687.51,1,0.5,1,0.5
cust_002830,2024-01-15,FR,1,61.42,61.42,0,0.0,0,0.0
cust_002831,2024-04-22,IN,1,25.89,25.89,0,0.0,0,0.0
cust_002832,2024-04-01,CA,1,33.06,33.06,0,0.0,0,0.0
cust_002833,2024-03-25,UK,1,743.86,743.86,0,0.0,0,0.0
cust_002834,2024-06-04,US,1,116.39,116.39,0,0.0,0,0.0
cust_002835,2024-06-02,CN,1,211.73,211.73,1,1.0,0,0.0
cust_002836,2024-01-12,FR,1,35.68,35.68,0,0.0,0,0.0
cust_002837,2024-04-19,IN,1,299.01,299.01,0,0.0,0,0.0
cust_002838,2024-05-19,US,1,1030.12,1030.12,0,0.0,0,0.0
cust_002839,2024-02-02,US,1,56.93,56.93,0,0.0,0,0.0
cust_002840,2024-01-07,UK,3,5391.41,1797.14,0,0.0,1,0.3333
cust_002841,2024-06-06,US,1,68.36,68.36,0,0.0,0,0.0
cust_002842,2024-06-10,US,1,385.38,385.38,0,0.0,0,0.0
cust_002843,2024-03-06,US,1,58.6,58.6,0,0.0,0,0.0
cust_002844,2024-02-16,US,1,251.88,251.88,0,0.0,0,0.0
cust_002845,2024-04-29,US,1,185.98,185.98,0,0.0,0,0.0
cust_002846,2024-03-15,FR,2,4721.65,2360.82,1,0.5,1,0.5
cust_002847,2024-03-31,IN,1,77.59,77.59,0,0.0,0,0.0
cust_002848,2024-01-15,CA,1,125.81,125.81,0,0.0,0,0.0
cust_002849,2024-01-29,ZA,1,121.53,121.53,0,0.0,0,0.0
cust_002850,2024-04-08,CA,1,246.98,246.98,0,0.0,0,0.0
cust_002851,2024-03-26,JP,1,239.23,239.23,0,0.0,0,0.0
cust_002852,2024-06-17,US,1,236.77,236.77,0,0.0,0,0.0
cust_002853,2024-03-04,US,0,0.0,0.0,0,0.0,0,0.0
cust_002854,2024-01-22,US,1,191.33,191.33,0,0.0,0,0.0
cust_002855,2024-03-19,ZA,1,301.09,301.09,0,0.0,0,0.0
cust_002856,2024-05-02,RU,1,63.68,63.68,0,0.0,0,0.0
cust_002857,2024-03-21,UK,1,45.55,45.55,0,0.0,0,0.0
cust_002858,2024-08-21,JP,1,215.51,215.51,0,0.0,0,0.0
cust_002859,2024-08-27,US,1,127.5,127.5,0,0.0,0,0.0
cust_002860,2024-07-10,IN,1,428.38,428.38,0,0.0,0,0.0
cust_002861,2024-07-02,US,1,44.45,44.45,0,0.0,0,0.0
cust_002862,2024-06-26,IN,1,203.95,203.95,0,0.0,0,0.0
cust_002863,2024-06-17,US,2,14521.3,7260.65,0,0.0,0,0.0
cust_002864,2024-02-21,IN,1,51.08,51.08,1,1.0,0,0.0
cust_002865,2024-03-09,UK,1,1119.36,1119.36,0,0.0,0,0.0
cust_002866,2024-04-23,CA,1,20.61,20.61,0,0.0,0,0.0
cust_002867,2024-05-12,US,0,0.0,0.0,0,0.0,0,0.0
cust_002868,2024-06-18,CA,9,571.42,63.49,0,0.0,0,0.0
cust_002869,2024-04-30,US,2,21746.38,10873.19,1,0.5,1,0.5
cust_002870,2024-03-22,US,1,196.45,196.45,0,0.0,0,0.0
cust_002871,2024-02-24,CA,1,28.25,28.25,0,0.0,0,0.0
cust_002872,2024-04-13,US,2,1312.82,656.41,0,0.0,0,0.0
cust_002873,2024-03-07,UK,1,357.98,357.98,0,0.0,0,0.0
cust_002874,2024-02-27,US,1,59.17,59.17,0,0.0,0,0.0
cust_002875,2024-03-12,CA,1,136.25,136.25,0,0.0,0,0.0
cust_002876,2024-02-13,CA,1,174.29,174.29,0,0.0,0,0.0
cust_002877,2024-03-14,US,1,71.91,71.91,0,0.0,0,0.0
cust_002878,2024-04-21,US,1,91.27,91.27,0,0.0,0,0.0
cust_002879,2024-03-02,CA,1,255.18,255.18,0,0.0,0,0.0
cust_002880,2024-07-28,BR,1,540.17,540.17,0,0.0,0,0.0
cust_002881,2024-05-14,US,1,135.71,135.71,0,0.0,0,0.0
cust_002882,2024-05-24,US,1,59.98,59.98,0,0.0,0,0.0
cust_002883,2024-04-18,AU,1,695.19,695.19,0,0.0,0,0.0
cust_002884,2024-02-03,US,1,25.2,25.2,0,0.0,0,0.0
cust_002885,2024-04-10,US,1,144.57,144.57,0,0.0,0,0.0
cust_002886,2024-06-26,US,2,7424.46,3712.23,0,0.0,0,0.0
cust_002887,2024-02-16,KR,1,24.58,24.58,0,0.0,0,0.0
cust_002888,2024-02-01,CA,1,71.7,71.7,0,0.0,0,0.0
cust_002889,2024-03-20,US,1,44.97,44.97,0,0.0,0,0.0
cust_002890,2024-02-26,UK,1,115.14,115.14,0,0.0,0,0.0
cust_002891,2024-05-02,US,1,336.51,336.51,0,0.0,0,0.0
cust_002892,2024-03-23,US,1,142.53,142.53,0,0.0,0,0.0
cust_002893,2024-06-14,KR,2,8083.52,4041.76,0,0.0,0,0.0
cust_002894,2024-01-15,UK,2,12892.99,6446.5,0,0.0,1,0.5
cust_002895,2024-07-10,DE,1,59.1,59.1,0,0.0,0,0.0
cust_002896,2024-03-14,NG,1,34.87,34.87,0,0.0,0,0.0
cust_002897,2024-04-03,US,1,18.9,18.9,0,0.0,0,0.0
cust_002898,2024-04-18,US,7,705.07,100.72,0,0.0,0,0.0
cust_002899,2024-02-03,US,8,115.59,14.45,0,0.0,4,0.5
cust_002900,2024-04-25,FR,0,0.0,0.0,0,0.0,0,0.0
cust_002901,2024-04-02,UK,1,166.81,166.81,0,0.0,0,0.0
cust_002902,2024-04-26,CA,1,100.57,100.57,0,0.0,0,0.0
cust_002903,2024-02-29,US,1,45.43,45.43,0,0.0,0,0.0
cust_002904,2024-02-18,US,1,131.48,131.48,0,0.0,0,0.0
cust_002905,2024-01-21,UK,1,54.25,54.25,1,1.0,0,0.0
cust_002906,2024-03-21,US,1,69.87,69.87,0,0.0,0,0.0
cust_002907,2024-01-17,AU,2,3724.14,1862.07,0,0.0,0,0.0
cust_002908,2024-11-15,MX,1,948.51,948.51,0,0.0,0,0.0
cust_002909,2024-06-26,CN,2,6041.22,3020.61,0,0.0,0,0.0
cust_002910,2024-03-04,UK,1,222.79,222.79,0,0.0,0,0.0
cust_002911,2024-02-27,US,1,244.76,244.76,0,0.0,0,0.0
cust_002912,2024-04-19,CA,1,1957.21,1957.21,0,0.0,0,0.0
cust_002913,2024-02-17,US,1,213.22,213.22,0,0.0,0,0.0
cust_002914,2024-08-11,MX,1,42.17,42.17,0,0.0,0,0.0
cust_002915,2024-03-30,DE,41,3648.25,88.98,2,0.0488,1,0.0244
cust_002916,2024-04-04,US,1,124.42,124.42,0,0.0,0,0.0
cust_002917,2024-03-24,FR,1,112.89,112.89,1,1.0,0,0.0
cust_002918,2024-03-17,US,1,87.75,87.75,0,0.0,0,0.0
cust_002919,2024-04-01,FR,1,177.21,177.21,0,0.0,0,0.0
cust_002920,2024-02-28,UK,1,53.62,53.62,0,0.0,0,0.0
cust_002921,2024-04-15,JP,5,359.93,71.99,0,0.0,0,0.0
cust_002922,2024-08-18,ZA,0,0.0,0.0,0,0.0,0,0.0
cust_002923,2024-04-14,US,1,18.61,18.61,0,0.0,0,0.0
cust_002924,2024-06-05,CA,1,121.92,121.92,0,0.0,0,0.0
cust_002925,2024-02-03,US,0,0.0,0.0,0,0.0,0,0.0
cust_002926,2024-05-12,BR,1,45.17,45.17,0,0.0,0,0.0
cust_002927,2024-04-30,CA,1,45.41,45.41,0,0.0,0,0.0
cust_002928,2024-07-05,ZA,2,12438.71,6219.36,0,0.0,1,0.5
cust_002929,2024-04-18,NG,4,8400.59,2100.15,0,0.0,1,0.25
cust_002930,2024-02-24,US,1,688.2,688.2,1,1.0,0,0.0
cust_002931,2024-03-26,US,1,2113.09,2113.09,0,0.0,0,0.0
cust_002932,2024-05-26,IN,4,1297.42,324.36,1,0.25,0,0.0
cust_002933,2024-05-06,US,1,39.34,39.34,0,0.0,0,0.0
cust_002934,2024-07-06,US,1,60.77,60.77,0,0.0,0,0.0
cust_002935,2024-02-09,CA,1,141.77,141.77,0,0.0,0,0.0
cust_002936,2024-02-22,CA,5,13684.94,2736.99,0,0.0,1,0.2
cust_002937,2024-01-26,CA,4,7615.05,1903.76,0,0.0,2,0.5
cust_002938,2024-03-23,US,1,255.95,255.95,0,0.0,0,0.0
cust_002939,2024-01-24,US,0,0.0,0.0,0,0.0,0,0.0
cust_002940,2024-03-04,US,2,10414.38,5207.19,0,0.0,1,0.5
cust_002941,2024-04-13,FR,1,47.01,47.01,1,1.0,0,0.0
cust_002942,2024-02-27,UK,1,274.63,274.63,0,0.0,0,0.0
cust_002943,2024-01-22,UK,1,25.25,25.25,0,0.0,0,0.0
cust_002944,2024-03-13,KR,1,305.54,305.54,0,0.0,0,0.0
cust_002945,2024-04-17,RU,1,125.79,125.79,0,0.0,0,0.0
cust_002946,2024-02-23,US,1,55.44,55.44,0,0.0,0,0.0
cust_002947,2024-03-22,AU,1,98.14,98.14,0,0.0,0,0.0
cust_002948,2024-02-18,US,1,24.61,24.61,0,0.0,0,0.0
cust_002949,2024-06-11,FR,1,77.51,77.51,0,0.0,0,0.0
cust_002950,2024-04-19,US,1,58.04,58.04,1,1.0,0,0.0
cust_002951,2024-08-27,US,1,227.98,227.98,0,0.0,0,0.0
cust_002952,2024-06-11,CN,1,36.59,36.59,0,0.0,0,0.0
cust_002953,2024-02-24,CA,2,805.14,402.57,0,0.0,1,0.5
cust_002954,2024-02-16,US,1,143.98,143.98,0,0.0,0,0.0
cust_002955,2024-09-08,NG,1,89.33,89.33,0,0.0,0,0.0
cust_002956,2024-04-04,US,1,171.17,171.17,0,0.0,0,0.0
cust_002957,2024-04-27,US,2,14161.42,7080.71,0,0.0,0,0.0
cust_002958,2024-06-25,UK,1,66.93,66.93,0,0.0,0,0.0
cust_002959,2024-07-18,DE,2,1217.85,608.92,0,0.0,1,0.5
cust_002960,2024-03-17,DE,1,133.83,133.83,0,0.0,0,0.0
cust_002961,2024-03-08,CA,1,140.69,140.69,0,0.0,0,0.0
cust_002962,2024-05-26,CA,2,2184.47,1092.23,0,0.0,0,0.0
cust_002963,2024-01-21,CA,1,67.59,67.59,0,0.0,0,0.0
cust_002964,2024-04-05,UK,1,65.2,65.2,0,0.0,0,0.0
cust_002965,2024-04-04,US,1,251.73,251.73,0,0.0,0,0.0
cust_002966,2024-05-31,US,1,28.19,28.19,0,0.0,0,0.0
cust_002967,2024-03-25,FR,2,1864.27,932.14,0,0.0,0,0.0
cust_002968,2024-04-23,BR,1,113.7,113.7,0,0.0,0,0.0
cust_002969,2024-04-16,UK,1,95.32,95.32,0,0.0,0,0.0
cust_002970,2024-02-22,US,2,10528.38,5264.19,0,0.0,1,0.5
cust_002971,2024-03-06,IN,1,168.61,168.61,0,0.0,0,0.0
cust_002972,2024-04-27,US,1,1602.43,1602.43,0,0.0,1,1.0
cust_002973,2024-08-08,CA,3,288.28,96.09,0,0.0,0,0.0
cust_002974,2024-03-26,UK,1,54.09,54.09,0,0.0,0,0.0
cust_002975,2024-03-09,UK,1,71.07,71.07,0,0.0,0,0.0
cust_002976,2024-05-05,US,1,263.85,263.85,0,0.0,0,0.0
cust_002977,2024-02-24,MX,2,286.6,143.3,0,0.0,0,0.0
cust_002978,2024-04-27,US,1,323.54,323.54,0,0.0,0,0.0
cust_002979,2024-04-12,US,1,48.03,48.03,0,0.0,0,0.0
cust_002980,2024-06-07,UK,0,0.0,0.0,0,0.0,0,0.0
cust_002981,2024-02-26,AU,0,0.0,0.0,0,0.0,0,0.0
cust_002982,2024-03-24,AU,1,271.13,271.13,0,0.0,0,0.0
cust_002983,2024-07-13,CA,1,145.01,145.01,0,0.0,0,0.0
cust_002984,2024-07-28,CA,1,31.6,31.6,0,0.0,0,0.0
cust_002985,2024-02-16,UK,1,183.57,183.57,0,0.0,0,0.0
cust_002986,2024-05-01,US,1,84.96,84.96,0,0.0,0,0.0
cust_002987,2024-09-17,US,1,313.2,313.2,0,0.0,0,0.0
cust_002988,2024-07-22,UK,1,123.63,123.63,0,0.0,0,0.0
cust_002989,2024-05-11,CA,1,889.42,889.42,0,0.0,0,0.0
cust_002990,2024-04-04,DE,1,39.18,39.18,0,0.0,0,0.0
cust_002991,2024-04-14,ZA,1,72.72,72.72,1,1.0,0,0.0
cust_002992,2024-01-14,CA,8,611.05,76.38,0,0.0,0,0.0
cust_002993,2024-02-12,DE,1,195.78,195.78,0,0.0,0,0.0
cust_002994,2024-06-09,KR,1,105.7,105.7,0,0.0,0,0.0
cust_002995,2024-03-08,US,1,155.63,155.63,0,0.0,0,0.0
cust_002996,2024-03-18,UK,1,110.86,110.86,0,0.0,0,0.0
cust_002997,2024-02-25,FR,37,6950.27,187.85,3,0.0811,1,0.027
cust_002998,2024-02-04,CA,0,0.0,0.0,0,0.0,0,0.0
cust_002999,2024-02-08,NG,1,121.98,121.98,1,1.0,0,0.0
cust_003000,2024-04-14,CA,3,1199.45,399.82,0,0.0,0,0.0
cust_003001,2024-04-30,CN,0,0.0,0.0,0,0.0,0,0.0
cust_003002,2024-02-02,US,517,46241.49,89.44,48,0.0928,5,0.0097
cust_003003,2024-03-07,BR,4,1509.45,377.36,0,0.0,0,0.0
cust_003004,2024-03-06,US,1,332.31,332.31,0,0.0,0,0.0
cust_003005,2024-02-21,US,3,279.72,93.24,0,0.0,0,0.0
cust_003006,2024-03-25,US,1,236.15,236.15,0,0.0,0,0.0
cust_003007,2024-06-03,IN,1,105.28,105.28,0,0.0,0,0.0
cust_003008,2024-04-24,US,1,34.94,34.94,0,0.0,0,0.0
cust_003009,2024-03-19,US,1,32.6,32.6,0,0.0,0,0.0
cust_003010,2024-04-10,IN,2,8725.11,4362.55,0,0.0,0,0.0
cust_003011,2024-06-23,CA,1,150.74,150.74,0,0.0,0,0.0
cust_003012,2024-04-15,UK,21,6458.93,307.57,18,0.8571,1,0.0476
cust_003013,2024-05-04,CA,1,26.57,26.57,0,0.0,0,0.0
cust_003014,2024-03-04,JP,1,21436.56,21436.56,0,0.0,0,0.0
cust_003015,2024-02-01,FR,1,313.62,313.62,0,0.0,0,0.0
cust_003016,2024-01-10,CA,1,79.88,79.88,0,0.0,0,0.0
cust_003017,2024-03-04,BR,1,154.68,154.68,0,0.0,0,0.0
cust_003018,2024-04-12,JP,0,0.0,0.0,0,0.0,0,0.0
cust_003019,2024-04-05,UK,1,70.57,70.57,0,0.0,0,0.0
cust_003020,2024-01-24,US,1,261.42,261.42,1,1.0,0,0.0
cust_003021,2024-02-13,US,1,10.94,10.94,0,0.0,0,0.0
cust_003022,2024-05-11,IN,1,64.95,64.95,0,0.0,0,0.0
cust_003023,2024-03-29,CN,3,27325.85,9108.62,0,0.0,1,0.3333
cust_003024,2024-05-06,US,1,63.07,63.07,0,0.0,0,0.0
cust_003025,2024-09-13,CA,1,154.09,154.09,0,0.0,0,0.0
cust_003026,2024-04-04,US,0,0.0,0.0,0,0.0,0,0.0
cust_003027,2024-03-10,CA,1,191.06,191.06,0,0.0,0,0.0
cust_003028,2024-04-01,JP,1,34.19,34.19,0,0.0,0,0.0
cust_003029,2024-04-05,AU,1,89.22,89.22,0,0.0,0,0.0
cust_003030,2024-04-27,KR,2,414.48,207.24,0,0.0,0,0.0
cust_003031,2024-04-03,CA,0,0.0,0.0,0,0.0,0,0.0
cust_003032,2024-08-15,DE,1,74.3,74.3,0,0.0,0,0.0
cust_003033,2024-03-20,NG,1,97.41,97.41,0,0.0,0,0.0
cust_003034,2024-09-22,DE,1,89.33,89.33,0,0.0,0,0.0
cust_003035,2024-04-08,KR,1,409.16,409.16,0,0.0,0,0.0
cust_003036,2024-02-14,US,3,6906.38,2302.13,0,0.0,0,0.0
cust_003037,2024-02-13,US,1,42.01,42.01,0,0.0,0,0.0
cust_003038,2024-05-03,US,1,104.84,104.84,0,0.0,0,0.0
cust_003039,2024-02-28,JP,1,37.49,37.49,0,0.0,0,0.0
cust_003040,2024-06-12,US,1,453.88,453.88,0,0.0,0,0.0
cust_003041,2024-02-13,BR,1,181.49,181.49,0,0.0,0,0.0
cust_003042,2024-01-27,UK,1,241.74,241.74,0,0.0,0,0.0
cust_003043,2024-02-02,DE,91,7495.03,82.36,6,0.0659,1,0.011
cust_003044,2024-06-24,FR,0,0.0,0.0,0,0.0,0,0.0
cust_003045,2024-01-30,UK,1,34.84,34.84,0,0.0,0,0.0
cust_003046,2024-05-29,US,4,5058.35,1264.59,0,0.0,1,0.25
cust_003047,2024-05-10,IN,1,167.5,167.5,0,0.0,0,0.0
cust_003048,2024-06-29,MX,1,119.91,119.91,0,0.0,0,0.0
cust_003049,2024-06-23,US,2,2764.69,1382.34,0,0.0,0,0.0
cust_003050,2024-03-04,US,1,1254.61,1254.61,0,0.0,1,1.0
cust_003051,2024-04-30,NG,1,37.89,37.89,0,0.0,0,0.0
cust_003052,2024-05-15,US,2,7511.59,3755.8,0,0.0,1,0.5
cust_003053,2024-07-01,US,1,137.14,137.14,0,0.0,0,0.0
cust_003054,2024-01-16,NG,9,954.3,106.03,1,0.1111,1,0.1111
cust_003055,2024-02-09,AU,1,343.3,343.3,0,0.0,0,0.0
cust_003056,2024-03-01,US,2,8978.02,4489.01,0,0.0,0,0.0
cust_003057,2024-03-28,KR,1,208.47,208.47,0,0.0,0,0.0
cust_003058,2024-07-28,FR,0,0.0,0.0,0,0.0,0,0.0
cust_003059,2024-05-08,US,1,84.71,84.71,0,0.0,0,0.0
cust_003060,2024-03-21,UK,2,3446.01,1723.0,0,0.0,1,0.5
cust_003061,2024-04-28,JP,2,2996.44,1498.22,1,0.5,0,0.0
cust_003062,2024-05-09,DE,1,194.5,194.5,0,0.0,0,0.0
cust_003063,2024-04-13,IN,1,51.88,51.88,0,0.0,0,0.0
cust_003064,2024-06-01,UK,1,184.68,184.68,0,0.0,0,0.0
cust_003065,2024-03-06,US,1,627.0,627.0,0,0.0,0,0.0
cust_003066,2024-06-06,IN,1,121.84,121.84,0,0.0,0,0.0
cust_003067,2024-01-26,US,2,2381.51,1190.75,0,0.0,0,0.0
cust_003068,2024-03-08,BR,3,20460.34,6820.11,0,0.0,0,0.0
cust_003069,2024-08-24,US,1,37.79,37.79,0,0.0,0,0.0
cust_003070,2024-06-12,US,1,116.11,116.11,0,0.0,0,0.0
cust_003071,2024-06-20,US,1,77.85,77.85,0,0.0,0,0.0
cust_003072,2024-05-12,BR,1,15.36,15.36,0,0.0,0,0.0
cust_003073,2024-05-31,UK,1,51.53,51.53,0,0.0,0,0.0
cust_003074,2024-06-29,UK,1,758.47,758.47,0,0.0,0,0.0
cust_003075,2024-04-01,CA,1,10283.88,10283.88,0,0.0,0,0.0
cust_003076,2024-03-01,IN,2,328.12,164.06,1,0.5,0,0.0
cust_003077,2024-02-27,NG,0,0.0,0.0,0,0.0,0,0.0
cust_003078,2024-05-28,US,1,71.64,71.64,0,0.0,0,0.0
cust_003079,2024-01-27,US,2,10432.47,5216.24,0,0.0,0,0.0
cust_003080,2024-05-14,JP,1,87.24,87.24,0,0.0,0,0.0
cust_003081,2024-07-07,CA,2,8620.73,4310.36,0,0.0,0,0.0
cust_003082,2024-02-25,IN,1,78.06,78.06,0,0.0,0,0.0
cust_003083,2024-02-29,US,3,23802.17,7934.06,0,0.0,1,0.3333
cust_003084,2024-05-08,JP,2,2918.18,1459.09,1,0.5,0,0.0
cust_003085,2024-02-05,CN,1,43.91,43.91,0,0.0,0,0.0
cust_003086,2024-04-16,UK,1,15.98,15.98,0,0.0,0,0.0
cust_003087,2024-05-10,US,1,43.04,43.04,0,0.0,0,0.0
cust_003088,2024-03-29,US,1,356.13,356.13,1,1.0,0,0.0
cust_003089,2024-05-20,US,1,59.0,59.0,1,1.0,0,0.0
cust_003090,2024-06-28,CA,1,148.72,148.72,0,0.0,0,0.0
cust_003091,2024-02-15,UK,1,162.6,162.6,0,0.0,0,0.0
cust_003092,2024-05-25,CA,1,181.23,181.23,0,0.0,0,0.0
cust_003093,2024-03-17,US,1,50.33,50.33,0,0.0,0,0.0
cust_003094,2024-04-25,US,1,27.44,27.44,0,0.0,0,0.0
cust_003095,2024-02-15,KR,1,75.58,75.58,0,0.0,0,0.0
cust_003096,2024-04-23,US,1,65.9,65.9,0,0.0,0,0.0
cust_003097,2024-03-11,MX,1,72.96,72.96,0,0.0,0,0.0
cust_003098,2024-04-21,IN,1,244.52,244.52,0,0.0,0,0.0
cust_003099,2024-03-25,US,1,68.14,68.14,0,0.0,0,0.0
cust_003100,2024-04-20,IN,8,17.52,2.19,0,0.0,5,0.625
cust_003101,2024-06-17,ZA,1,56.02,56.02,0,0.0,0,0.0
cust_003102,2024-06-17,BR,1,90.66,90.66,0,0.0,0,0.0
cust_003103,2024-05-27,US,0,0.0,0.0,0,0.0,0,0.0
cust_003104,2024-04-04,US,4,10575.13,2643.78,0,0.0,2,0.5
cust_003105,2024-03-30,UK,1,253.03,253.03,0,0.0,0,0.0
cust_003106,2024-01-19,US,1,294.93,294.93,0,0.0,0,0.0
cust_003107,2024-03-17,US,1,123.27,123.27,0,0.0,0,0.0
cust_003108,2024-06-08,RU,1,113.35,113.35,0,0.0,0,0.0
cust_003109,2024-07-12,DE,1,651.24,651.24,0,0.0,0,0.0
cust_003110,2024-06-08,AU,1,43.51,43.51,0,0.0,0,0.0
cust_003111,2024-01-27,CA,1,129.3,129.3,0,0.0,0,0.0
cust_003112,2024-02-06,US,3,36513.48,12171.16,0,0.0,0,0.0
cust_003113,2024-03-11,US,1,281.97,281.97,0,0.0,0,0.0
cust_003114,2024-08-23,AU,1,229.56,229.56,0,0.0,0,0.0
cust_003115,2024-01-26,UK,2,12053.28,6026.64,1,0.5,0,0.0
cust_003116,2024-05-13,CA,1,42.56,42.56,0,0.0,0,0.0
cust_003117,2024-04-01,US,0,0.0,0.0,0,0.0,0,0.0
cust_003118,2024-04-15,UK,1,61.79,61.79,0,0.0,0,0.0
cust_003119,2024-05-01,US,1,163.37,163.37,0,0.0,0,0.0
cust_003120,2024-02-07,US,1,35.93,35.93,0,0.0,0,0.0
cust_003121,2024-02-25,NG,5,420.55,84.11,0,0.0,0,0.0
cust_003122,2024-04-28,FR,0,0.0,0.0,0,0.0,0,0.0
cust_003123,2024-04-02,JP,0,0.0,0.0,0,0.0,0,0.0
cust_003124,2024-05-29,NG,3,28007.71,9335.9,0,0.0,1,0.3333
cust_003125,2024-03-18,IN,2,181.64,90.82,0,0.0,0,0.0
cust_003126,2024-08-15,US,1,116.47,116.47,0,0.0,0,0.0
cust_003127,2024-04-01,CA,1,45.62,45.62,0,0.0,0,0.0
cust_003128,2024-06-02,US,1,454.64,454.64,0,0.0,0,0.0
cust_003129,2024-02-16,BR,0,0.0,0.0,0,0.0,0,0.0
cust_003130,2024-03-02,BR,1,29.97,29.97,0,0.0,0,0.0
cust_003131,2024-05-21,CA,0,0.0,0.0,0,0.0,0,0.0
cust_003132,2024-03-28,UK,0,0.0,0.0,0,0.0,0,0.0
cust_003133,2024-04-17,US,1,222.94,222.94,0,0.0,0,0.0
cust_003134,2024-10-19,US,1,76.84,76.84,0,0.0,0,0.0
cust_003135,2024-05-01,US,1,47.17,47.17,0,0.0,0,0.0
cust_003136,2024-03-27,CN,2,10388.47,5194.24,0,0.0,0,0.0
cust_003137,2024-06-09,US,1,41.13,41.13,0,0.0,0,0.0
cust_003138,2024-05-07,MX,1,64.05,64.05,0,0.0,0,0.0
cust_003139,2024-05-21,CA,1,29.58,29.58,0,0.0,0,0.0
cust_003140,2024-03-19,UK,1,278.88,278.88,0,0.0,0,0.0
cust_003141,2024-03-11,US,1,41.45,41.45,0,0.0,0,0.0
cust_003142,2024-02-02,US,1,71.7,71.7,0,0.0,1,1.0
cust_003143,2024-02-29,CA,1,152.86,152.86,0,0.0,0,0.0
cust_003144,2024-04-20,IN,0,0.0,0.0,0,0.0,0,0.0
cust_003145,2024-06-05,UK,1,155.05,155.05,0,0.0,0,0.0
cust_003146,2024-07-11,US,1,70.04,70.04,1,1.0,0,0.0
cust_003147,2024-01-08,US,1,25.63,25.63,0,0.0,0,0.0
cust_003148,2024-01-20,US,2,1192.6,596.3,0,0.0,0,0.0
cust_003149,2024-01-22,FR,1,18.73,18.73,0,0.0,0,0.0
cust_003150,2024-06-13,IN,1,102.52,102.52,0,0.0,0,0.0
