id,transaction_id,customer_id,timestamp,reason,refund_amount,days_after_purchase
ret_001027,txn_0012888,cust_001634,2024-04-07 17:16:54,not_as_described,40.45,9
ret_001028,txn_0012894,cust_002221,2024-04-13 17:31:26,not_as_described,58.39,15
ret_001029,txn_0012916,cust_007420,2024-04-27 19:44:18,better_price_found,20.19,29
ret_001030,txn_0012917,cust_002032,2024-04-25 19:47:37,wrong_item,97.76,27
ret_001031,txn_0012924,cust_005581,2024-04-16 19:59:59,no_longer_needed,53.4,18
ret_001032,txn_0012926,cust_001634,2024-04-23 20:10:09,not_as_described,23.47,25
ret_001033,txn_0012952,cust_000936,2024-04-09 23:15:54,arrived_late,33.73,11
ret_001034,txn_0012966,cust_003594,2024-04-15 07:30:50,not_as_described,70.02,16
ret_001035,txn_0012985,cust_009835,2024-04-26 09:39:33,too_small,126.16,27
ret_001036,txn_0012993,cust_008230,2024-04-02 10:44:30,not_as_described,1590.02,3
ret_001037,txn_0012994,cust_001634,2024-04-11 10:50:41,wrong_item,144.12,12
ret_001038,txn_0012996,cust_001634,2024-04-04 10:57:06,wrong_item,23.78,5
ret_001039,txn_0013020,cust_002032,2024-04-20 13:30:12,wrong_item,498.62,21
ret_001040,txn_0013037,cust_001634,2024-04-28 15:03:56,duplicate_order,96.29,29
ret_001041,txn_0013041,cust_000439,2024-04-14 15:47:11,no_longer_needed,51.52,15
ret_001042,txn_0013048,cust_001634,2024-04-26 16:25:23,not_as_described,50.08,27
ret_001043,txn_0013049,cust_008437,2024-04-17 16:29:44,not_as_described,82.04,18
ret_001044,txn_0013068,cust_000944,2024-04-18 19:38:29,too_large,164.89,19
ret_001045,txn_0013081,cust_000857,2024-04-10 21:10:42,better_price_found,41.97,11
ret_001046,txn_0013085,cust_004933,2024-04-27 21:25:09,not_as_described,73.9,28
ret_001047,txn_0013125,cust_001634,2024-04-12 09:55:14,no_longer_needed,21.62,12
ret_001048,txn_0013127,cust_008790,2024-04-20 10:15:18,too_small,52.77,20
ret_001049,txn_0013130,cust_001634,2024-04-16 10:33:17,defective_product,35.53,16
ret_001050,txn_0013163,cust_001634,2024-04-24 13:05:13,wrong_item,34.54,24
ret_001051,txn_0013165,cust_001634,2024-04-25 13:14:00,wrong_item,178.62,25
ret_001052,txn_0013187,cust_001814,2024-04-06 15:24:34,not_as_described,12178.6,6
ret_001053,txn_0013189,cust_004388,2024-04-04 15:32:38,changed_mind,43.76,4
ret_001054,txn_0013229,cust_001634,2024-04-22 19:29:13,defective_product,38.93,22
ret_001055,txn_0013248,cust_001634,2024-04-18 21:54:11,arrived_late,102.51,18
ret_001056,txn_0013257,cust_003595,2024-04-28 23:05:15,arrived_late,80.84,28
ret_001057,txn_0013263,cust_001634,2024-04-10 06:34:33,defective_product,73.98,9
ret_001058,txn_0013264,cust_002727,2024-04-19 06:53:38,wrong_item,3710.49,18
ret_001059,txn_0013273,cust_008136,2024-04-09 08:25:54,duplicate_order,37.07,8
ret_001060,txn_0013275,cust_001634,2024-04-18 08:50:13,duplicate_order,66.11,17
ret_001061,txn_0013281,cust_001634,2024-04-04 09:31:40,too_large,43.74,3
ret_001062,txn_0013289,cust_000880,2024-04-19 10:18:51,no_longer_needed,228.21,18
ret_001063,txn_0013298,cust_003498,2024-04-20 11:49:24,arrived_late,83.91,19
ret_001064,txn_0013312,cust_008136,2024-04-18 13:01:05,too_small,91.39,17
ret_001065,txn_0013313,cust_002032,2024-04-15 13:02:20,too_small,54.72,14
ret_001066,txn_0013322,cust_002032,2024-04-26 13:50:42,changed_mind,11.95,25
ret_001067,txn_0013337,cust_001634,2024-04-20 17:09:09,better_price_found,16.2,19
ret_001068,txn_0013341,cust_006266,2024-04-21 17:19:58,too_small,56.71,20
ret_001069,txn_0013344,cust_001634,2024-04-24 17:53:18,defective_product,114.66,23
ret_001070,txn_0013357,cust_002032,2024-04-25 19:26:30,changed_mind,131.65,24
ret_001071,txn_0013367,cust_001634,2024-04-20 20:40:55,too_large,53.14,19
ret_001072,txn_0013377,cust_009835,2024-04-30 21:46:19,wrong_item,6.45,29
ret_001073,txn_0013385,cust_001257,2024-04-05 23:07:37,changed_mind,58.01,4
ret_001074,txn_0013396,cust_008714,2024-04-09 07:09:58,arrived_late,14.54,7
ret_001075,txn_0013400,cust_003012,2024-04-03 07:54:54,changed_mind,64.88,1
ret_001076,txn_0013405,cust_008504,2024-04-26 08:37:53,not_as_described,114.23,24
ret_001077,txn_0013412,cust_007745,2024-04-24 09:15:45,too_small,102.67,22
ret_001078,txn_0013415,cust_000872,2024-04-28 09:32:33,no_longer_needed,212.7,26
ret_001079,txn_0013418,cust_001634,2024-04-23 09:55:26,not_as_described,29.75,21
ret_001080,txn_0013420,cust_000398,2024-05-01 10:14:26,not_as_described,50.65,29
ret_001081,txn_0013423,cust_002032,2024-04-20 10:34:27,changed_mind,62.22,18
ret_001082,txn_0013432,cust_008385,2024-05-01 11:20:47,defective_product,178.29,29
ret_001083,txn_0013441,cust_001634,2024-04-24 12:02:08,too_small,357.1,22
ret_001084,txn_0013450,cust_000675,2024-04-06 12:35:55,duplicate_order,56.37,4
ret_001085,txn_0013464,cust_001634,2024-04-24 14:32:07,better_price_found,12.99,22
ret_001086,txn_0013495,cust_007374,2024-04-24 18:38:05,arrived_late,318.84,22
ret_001087,txn_0013506,cust_003474,2024-04-15 19:22:43,no_longer_needed,15.8,13
ret_001088,txn_0013522,cust_001634,2024-04-16 20:59:00,not_as_described,25.34,14
ret_001089,txn_0013527,cust_009579,2024-04-18 21:32:13,better_price_found,36.67,16
ret_001090,txn_0013535,cust_001634,2024-04-20 22:47:14,changed_mind,124.64,18
ret_001091,txn_0013538,cust_004406,2024-04-27 23:31:11,too_small,4823.63,25
ret_001092,txn_0013548,cust_001634,2024-04-26 05:34:37,better_price_found,60.49,23
ret_001093,txn_0013549,cust_002711,2024-05-01 06:17:34,wrong_item,35.62,28
ret_001094,txn_0013558,cust_004262,2024-04-30 07:27:32,better_price_found,1.11,27
ret_001095,txn_0013578,cust_002032,2024-04-13 09:52:49,defective_product,63.74,10
ret_001096,txn_0013586,cust_001634,2024-04-22 10:22:37,duplicate_order,34.62,19
ret_001097,txn_0013594,cust_005703,2024-05-02 11:36:22,better_price_found,143.07,29
ret_001098,txn_0013620,cust_001634,2024-04-18 14:12:55,better_price_found,67.89,15
ret_001099,txn_0013641,cust_001634,2024-04-24 17:08:11,defective_product,26.61,21
ret_001100,txn_0013669,cust_001634,2024-05-01 19:55:50,too_large,41.34,28
ret_001101,txn_0013674,cust_001634,2024-04-07 20:13:33,better_price_found,742.0,4
ret_001102,txn_0013675,cust_002032,2024-04-15 20:15:45,no_longer_needed,79.99,12
ret_001103,txn_0013680,cust_000226,2024-04-04 20:31:48,better_price_found,158.01,1
ret_001104,txn_0013685,cust_002032,2024-04-06 21:05:14,too_small,26.14,3
ret_001105,txn_0013704,cust_000452,2024-05-02 00:18:23,duplicate_order,2053.28,28
ret_001106,txn_0013710,cust_007814,2024-04-18 06:53:23,better_price_found,12334.86,14
ret_001107,txn_0013716,cust_004770,2024-04-12 07:40:08,arrived_late,4213.86,8
ret_001108,txn_0013749,cust_001634,2024-04-30 11:07:22,changed_mind,150.22,26
ret_001109,txn_0013753,cust_001634,2024-04-23 11:13:22,too_large,37.63,19
ret_001110,txn_0013763,cust_001634,2024-04-17 12:10:45,no_longer_needed,19.12,13
ret_001111,txn_0013769,cust_006641,2024-04-07 12:33:45,no_longer_needed,39.17,3
ret_001112,txn_0013785,cust_001634,2024-05-03 14:22:01,duplicate_order,145.26,29
ret_001113,txn_0013787,cust_001634,2024-04-26 14:33:37,too_large,59.71,22
ret_001114,txn_0013809,cust_005705,2024-04-07 17:42:13,changed_mind,93.76,3
ret_001115,txn_0013813,cust_009460,2024-04-09 18:16:55,too_small,72.95,5
ret_001116,txn_0013815,cust_008333,2024-04-14 18:40:44,too_large,20.41,10
ret_001117,txn_0013819,cust_005870,2024-04-17 19:03:32,defective_product,233.17,13
ret_001118,txn_0013827,cust_001634,2024-04-11 19:25:54,too_large,36.5,7
ret_001119,txn_0013834,cust_003344,2024-05-02 19:57:59,too_small,178.72,28
ret_001120,txn_0013839,cust_005315,2024-04-24 20:51:42,changed_mind,150.07,20
ret_001121,txn_0013846,cust_006198,2024-05-03 21:16:01,changed_mind,302.69,29
ret_001122,txn_0013899,cust_003594,2024-04-21 10:43:21,changed_mind,58.15,16
ret_001123,txn_0013904,cust_004682,2024-04-24 11:10:06,no_longer_needed,29.64,19
ret_001124,txn_0013917,cust_002032,2024-04-21 11:55:45,no_longer_needed,24.41,16
ret_001125,txn_0013928,cust_002032,2024-04-19 13:00:33,defective_product,69.89,14
ret_001126,txn_0013942,cust_007676,2024-04-17 14:13:48,not_as_described,408.89,12
ret_001127,txn_0013975,cust_008878,2024-04-15 18:50:06,not_as_described,130.98,10
ret_001128,txn_0014007,cust_002032,2024-04-28 21:56:28,arrived_late,74.01,23
ret_001129,txn_0014024,cust_006587,2024-04-08 03:42:36,no_longer_needed,157.43,2
ret_001130,txn_0014031,cust_005529,2024-04-14 07:27:10,too_large,39.77,8
ret_001131,txn_0014061,cust_008168,2024-04-23 11:18:11,arrived_late,40.03,17
ret_001132,txn_0014064,cust_001634,2024-04-22 11:40:36,defective_product,180.87,16
ret_001133,txn_0014093,cust_005284,2024-04-10 13:44:11,wrong_item,27.42,4
ret_001134,txn_0014094,cust_008390,2024-04-29 13:47:25,no_longer_needed,44.6,23
ret_001135,txn_0014099,cust_001634,2024-04-22 14:31:11,arrived_late,25.44,16
ret_001136,txn_0014104,cust_007071,2024-04-26 15:18:09,no_longer_needed,864.07,20
ret_001137,txn_0014105,cust_001634,2024-04-11 15:21:46,changed_mind,54.56,5
ret_001138,txn_0014106,cust_004381,2024-04-30 15:46:13,wrong_item,29.1,24
ret_001139,txn_0014107,cust_001634,2024-04-30 16:02:35,changed_mind,178.48,24
ret_001140,txn_0014128,cust_001634,2024-04-28 18:49:55,not_as_described,22.4,22
ret_001141,txn_0014142,cust_001634,2024-05-02 19:49:30,too_large,59.56,26
ret_001142,txn_0014145,cust_001634,2024-04-27 19:54:56,duplicate_order,60.69,21
ret_001143,txn_0014146,cust_001634,2024-04-09 19:58:36,arrived_late,14.94,3
ret_001144,txn_0014213,cust_001634,2024-04-13 10:36:25,no_longer_needed,296.52,6
ret_001145,txn_0014254,cust_001936,2024-04-12 15:56:35,no_longer_needed,67.3,5
ret_001146,txn_0014271,cust_001634,2024-04-25 18:12:37,duplicate_order,57.19,18
ret_001147,txn_0014285,cust_002403,2024-05-04 19:20:21,changed_mind,248.63,27
ret_001148,txn_0014286,cust_001634,2024-04-26 19:22:30,defective_product,79.47,19
ret_001149,txn_0014289,cust_002032,2024-04-14 19:41:19,arrived_late,115.72,7
ret_001150,txn_0014307,cust_002032,2024-04-30 21:31:10,too_large,63.88,23
ret_001151,txn_0014322,cust_007308,2024-04-28 05:03:17,changed_mind,2266.12,20
ret_001152,txn_0014323,cust_001634,2024-04-25 05:09:55,wrong_item,120.43,17
ret_001153,txn_0014346,cust_001634,2024-05-01 09:18:05,defective_product,141.78,23
ret_001154,txn_0014350,cust_001634,2024-04-27 09:36:28,duplicate_order,538.44,19
ret_001155,txn_0014358,cust_007334,2024-05-03 10:12:23,arrived_late,82.75,25
ret_001156,txn_0014363,cust_001634,2024-04-28 10:45:19,no_longer_needed,19.91,20
ret_001157,txn_0014367,cust_004926,2024-04-29 11:13:01,duplicate_order,461.23,21
ret_001158,txn_0014378,cust_001634,2024-04-27 12:13:42,wrong_item,48.56,19
ret_001159,txn_0014383,cust_004315,2024-05-01 12:54:06,defective_product,610.77,23
ret_001160,txn_0014398,cust_001634,2024-04-25 15:24:59,changed_mind,26.16,17
ret_001161,txn_0014446,cust_005644,2024-04-14 20:27:07,wrong_item,48.9,6
ret_001162,txn_0014452,cust_001634,2024-04-25 20:56:27,changed_mind,90.82,17
ret_001163,txn_0014457,cust_001634,2024-05-01 21:33:58,too_small,16.03,23
ret_001164,txn_0014467,cust_000857,2024-04-26 23:18:08,wrong_item,29.1,18
ret_001165,txn_0014477,cust_003012,2024-04-13 06:33:19,changed_mind,36.75,4
ret_001166,txn_0014478,cust_002032,2024-04-29 07:02:29,better_price_found,46.28,20
ret_001167,txn_0014481,cust_001634,2024-04-16 07:22:07,duplicate_order,54.52,7
ret_001168,txn_0014485,cust_001634,2024-05-02 08:02:18,too_small,24.2,23
ret_001169,txn_0014487,cust_001634,2024-04-13 08:11:14,defective_product,29.29,4
ret_001170,txn_0014491,cust_001634,2024-05-06 08:53:35,no_longer_needed,96.38,27
ret_001171,txn_0014501,cust_006659,2024-04-27 10:00:34,not_as_described,32.15,18
ret_001172,txn_0014505,cust_006240,2024-04-30 10:46:47,defective_product,4188.14,21
ret_001173,txn_0014522,cust_005035,2024-04-25 11:54:16,changed_mind,94.48,16
ret_001174,txn_0014524,cust_001634,2024-04-16 12:06:51,too_small,38.91,7
ret_001175,txn_0014526,cust_009460,2024-04-19 12:29:42,no_longer_needed,55.62,10
ret_001176,txn_0014552,cust_004778,2024-05-03 14:47:40,duplicate_order,142.02,24
ret_001177,txn_0014553,cust_001634,2024-04-25 14:56:46,better_price_found,624.65,16
ret_001178,txn_0014556,cust_004134,2024-04-23 15:20:00,too_large,90.4,14
ret_001179,txn_0014559,cust_005703,2024-05-03 15:49:15,arrived_late,109.81,24
ret_001180,txn_0014581,cust_001634,2024-05-08 18:15:36,wrong_item,34.49,29
ret_001181,txn_0014601,cust_001634,2024-04-26 19:33:09,duplicate_order,104.77,17
ret_001182,txn_0014615,cust_002032,2024-05-01 20:44:05,duplicate_order,14.19,22
ret_001183,txn_0014617,cust_001634,2024-05-01 21:00:30,too_large,257.46,22
ret_001184,txn_0014633,cust_003805,2024-04-12 23:29:03,changed_mind,22.18,3
ret_001185,txn_0014665,cust_001634,2024-04-30 10:44:39,arrived_late,96.06,20
ret_001186,txn_0014667,cust_005303,2024-05-02 10:50:55,not_as_described,67.19,22
ret_001187,txn_0014682,cust_000905,2024-04-11 11:45:58,not_as_described,15282.41,1
ret_001188,txn_0014690,cust_001634,2024-04-21 12:34:46,not_as_described,693.13,11
ret_001189,txn_0014692,cust_008863,2024-04-20 12:46:03,wrong_item,68.17,10
ret_001190,txn_0014699,cust_001634,2024-04-25 13:19:24,wrong_item,37.83,15
ret_001191,txn_0014701,cust_003911,2024-04-14 13:30:27,defective_product,2555.21,4
ret_001192,txn_0014710,cust_001634,2024-05-07 15:16:20,not_as_described,59.96,27
ret_001193,txn_0014713,cust_005096,2024-05-08 15:34:43,wrong_item,236.79,28
ret_001194,txn_0014732,cust_005971,2024-04-20 17:47:18,not_as_described,91.36,10
ret_001195,txn_0014738,cust_002816,2024-05-02 18:30:42,not_as_described,139.76,22
ret_001196,txn_0014742,cust_001634,2024-04-16 18:53:04,changed_mind,39.04,6
ret_001197,txn_0014750,cust_008649,2024-05-05 19:39:25,better_price_found,154.93,25
ret_001198,txn_0014753,cust_008168,2024-04-20 19:49:24,too_small,9.32,10
ret_001199,txn_0014763,cust_006373,2024-04-20 20:35:34,too_small,47.13,10
ret_001200,txn_0014765,cust_001634,2024-04-18 20:52:29,too_large,65.98,8
ret_001201,txn_0014783,cust_001634,2024-05-07 23:46:14,wrong_item,86.06,27
ret_001202,txn_0014789,cust_001634,2024-05-04 07:17:47,not_as_described,140.23,23
ret_001203,txn_0014790,cust_000857,2024-04-29 07:21:02,too_small,111.89,18
ret_001204,txn_0014804,cust_001634,2024-05-06 09:53:47,arrived_late,259.73,25
ret_001205,txn_0014808,cust_003434,2024-04-20 10:14:06,duplicate_order,56.57,9
ret_001206,txn_0014811,cust_005529,2024-04-28 10:24:10,too_small,28.76,17
ret_001207,txn_0014813,cust_000857,2024-05-08 10:41:06,changed_mind,58.42,27
ret_001208,txn_0014824,cust_002032,2024-04-29 11:52:12,duplicate_order,49.71,18
ret_001209,txn_0014833,cust_001634,2024-04-20 12:23:33,duplicate_order,82.43,9
ret_001210,txn_0014861,cust_002029,2024-05-09 14:29:59,better_price_found,35.25,28
ret_001211,txn_0014863,cust_002032,2024-04-18 14:33:07,not_as_described,42.33,7
ret_001212,txn_0014869,cust_009835,2024-04-28 15:51:57,too_small,63.79,17
ret_001213,txn_0014891,cust_000857,2024-04-27 18:42:17,changed_mind,165.1,16
ret_001214,txn_0014927,cust_002032,2024-04-24 21:53:13,duplicate_order,140.73,13
ret_001215,txn_0014928,cust_008168,2024-05-07 21:56:46,not_as_described,25.43,26
ret_001216,txn_0014945,cust_001634,2024-05-02 06:25:23,too_small,447.09,20
ret_001217,txn_0014953,cust_001634,2024-05-01 08:29:01,too_large,79.92,19
ret_001218,txn_0014960,cust_000857,2024-04-30 09:20:58,better_price_found,39.0,18
ret_001219,txn_0014966,cust_005788,2024-05-10 10:10:14,too_large,55.0,28
ret_001220,txn_0014970,cust_001387,2024-04-28 10:39:32,defective_product,47.92,16
ret_001221,txn_0014978,cust_002032,2024-04-29 10:58:59,duplicate_order,16.92,17
ret_001222,txn_0015006,cust_003734,2024-04-20 13:30:58,duplicate_order,18.02,8
ret_001223,txn_0015013,cust_001634,2024-05-04 14:23:01,duplicate_order,65.81,22
ret_001224,txn_0015042,cust_007162,2024-04-24 18:52:05,changed_mind,271.19,12
ret_001225,txn_0015053,cust_001634,2024-04-15 19:28:30,defective_product,75.95,3
ret_001226,txn_0015069,cust_001634,2024-05-07 20:46:14,no_longer_needed,99.87,25
ret_001227,txn_0015077,cust_000857,2024-05-03 22:12:15,defective_product,59.13,21
ret_001228,txn_0015103,cust_001634,2024-05-07 09:05:09,too_small,13.29,24
ret_001229,txn_0015120,cust_002032,2024-05-02 10:49:37,too_small,19.99,19
ret_001230,txn_0015131,cust_009596,2024-04-24 12:05:06,too_large,229.83,11
ret_001231,txn_0015136,cust_005703,2024-04-24 12:27:12,wrong_item,40.76,11
ret_001232,txn_0015172,cust_006373,2024-05-06 17:57:56,too_large,15.18,23
ret_001233,txn_0015174,cust_001634,2024-04-28 18:17:43,defective_product,289.86,15
ret_001234,txn_0015179,cust_001634,2024-04-26 18:36:35,too_small,35.18,13
ret_001235,txn_0015192,cust_001267,2024-04-18 19:52:31,defective_product,168.93,5
ret_001236,txn_0015204,cust_002236,2024-04-30 20:32:51,arrived_late,85.83,17
ret_001237,txn_0015209,cust_001634,2024-05-11 21:13:34,arrived_late,33.2,28
ret_001238,txn_0015229,cust_002278,2024-04-27 00:02:31,wrong_item,1.43,13
ret_001239,txn_0015257,cust_002800,2024-04-17 09:21:44,not_as_described,25.27,3
ret_001240,txn_0015262,cust_003594,2024-04-20 09:44:03,too_large,84.94,6
ret_001241,txn_0015287,cust_001634,2024-04-22 12:58:14,not_as_described,92.61,8
ret_001242,txn_0015302,cust_006713,2024-05-08 14:18:49,better_price_found,115.72,24
ret_001243,txn_0015304,cust_001634,2024-04-24 14:27:37,better_price_found,272.16,10
ret_001244,txn_0015325,cust_001634,2024-04-22 17:03:04,duplicate_order,41.25,8
ret_001245,txn_0015345,cust_001634,2024-04-18 19:10:02,changed_mind,27.11,4
ret_001246,txn_0015361,cust_001634,2024-05-01 21:25:20,too_large,344.77,17
ret_001247,txn_0015362,cust_000239,2024-04-20 21:41:14,better_price_found,61.14,6
ret_001248,txn_0015365,cust_002032,2024-04-28 22:12:51,better_price_found,17.0,14
ret_001249,txn_0015407,cust_000369,2024-04-19 11:44:45,not_as_described,71.68,4
ret_001250,txn_0015415,cust_001634,2024-04-21 12:36:58,too_large,74.6,6
ret_001251,txn_0015418,cust_006225,2024-04-17 12:56:51,no_longer_needed,730.43,2
ret_001252,txn_0015427,cust_002032,2024-04-26 13:36:24,not_as_described,372.64,11
ret_001253,txn_0015446,cust_007867,2024-04-22 15:17:47,arrived_late,47.51,7
ret_001254,txn_0015457,cust_001634,2024-04-27 16:56:20,too_large,234.2,12
ret_001255,txn_0015465,cust_005846,2024-05-14 18:10:28,defective_product,71.81,29
ret_001256,txn_0015484,cust_004659,2024-04-19 19:48:40,too_small,202.95,4
ret_001257,txn_0015490,cust_001634,2024-04-19 20:00:24,no_longer_needed,12.03,4
ret_001258,txn_0015492,cust_002215,2024-04-27 20:11:51,not_as_described,47.6,12
ret_001259,txn_0015506,cust_008419,2024-04-16 22:07:41,changed_mind,90.97,1
ret_001260,txn_0015508,cust_001634,2024-05-09 22:14:38,wrong_item,29.77,24
ret_001261,txn_0015517,cust_005135,2024-05-08 02:23:22,too_small,3204.46,22
ret_001262,txn_0015546,cust_001634,2024-04-30 10:25:23,not_as_described,3.84,14
ret_001263,txn_0015562,cust_004860,2024-05-15 12:00:59,better_price_found,29.54,29
ret_001264,txn_0015586,cust_001634,2024-05-12 14:40:07,too_small,45.09,26
ret_001265,txn_0015589,cust_001634,2024-05-07 14:58:30,defective_product,133.81,21
ret_001266,txn_0015623,cust_001811,2024-05-12 19:13:41,too_small,83.5,26
ret_001267,txn_0015628,cust_001634,2024-04-19 19:34:56,too_small,137.89,3
ret_001268,txn_0015632,cust_002032,2024-05-05 19:57:12,changed_mind,512.8,19
ret_001269,txn_0015636,cust_001634,2024-04-28 20:16:00,changed_mind,48.0,12
ret_001270,txn_0015641,cust_001634,2024-05-03 20:30:04,not_as_described,34.43,17
ret_001271,txn_0015661,cust_001634,2024-04-27 21:31:55,better_price_found,120.67,11
ret_001272,txn_0015669,cust_002032,2024-04-24 22:03:42,too_large,32.96,8
ret_001273,txn_0015675,cust_001634,2024-04-19 23:45:36,changed_mind,163.59,3
ret_001274,txn_0015697,cust_008928,2024-05-08 10:13:57,wrong_item,16.67,21
ret_001275,txn_0015742,cust_005703,2024-05-03 14:49:00,defective_product,17.76,16
ret_001276,txn_0015777,cust_002032,2024-05-14 19:13:12,defective_product,14.77,27
ret_001277,txn_0015781,cust_001634,2024-05-16 19:30:19,wrong_item,100.03,29
ret_001278,txn_0015807,cust_000857,2024-04-28 21:52:59,wrong_item,33.05,11
ret_001279,txn_0015828,cust_008168,2024-05-07 07:51:23,arrived_late,41.93,19
ret_001280,txn_0015829,cust_001634,2024-04-22 07:55:08,changed_mind,26.55,4
ret_001281,txn_0015832,cust_001634,2024-04-29 09:18:48,not_as_described,49.0,11
ret_001282,txn_0015841,cust_008592,2024-04-22 10:27:58,no_longer_needed,16.05,4
ret_001283,txn_0015850,cust_001836,2024-05-12 11:23:23,changed_mind,81.18,24
ret_001284,txn_0015854,cust_007414,2024-05-06 11:33:29,duplicate_order,368.58,18
ret_001285,txn_0015863,cust_009946,2024-05-06 12:12:01,wrong_item,154.48,18
ret_001286,txn_0015869,cust_001634,2024-05-14 12:41:18,duplicate_order,66.95,26
ret_001287,txn_0015883,cust_008491,2024-05-10 13:51:45,wrong_item,62.76,22
ret_001288,txn_0015899,cust_002999,2024-04-30 16:05:00,defective_product,91.13,12
ret_001289,txn_0015904,cust_001479,2024-05-07 16:39:37,defective_product,64.04,19
ret_001290,txn_0015909,cust_003002,2024-05-04 17:03:54,no_longer_needed,97.78,16
ret_001291,txn_0015930,cust_004719,2024-04-28 19:57:33,better_price_found,42.38,10
ret_001292,txn_0015951,cust_001634,2024-05-05 21:39:20,too_small,22.83,17
ret_001293,txn_0015953,cust_001634,2024-04-26 22:46:55,duplicate_order,99.82,8
ret_001294,txn_0015965,cust_001634,2024-05-12 07:14:44,no_longer_needed,73.82,23
ret_001295,txn_0015971,cust_002032,2024-04-24 08:33:31,too_small,62.46,5
ret_001296,txn_0015986,cust_001634,2024-05-11 10:53:42,arrived_late,158.0,22
ret_001297,txn_0015989,cust_002358,2024-04-30 11:04:39,better_price_found,61.82,11
ret_001298,txn_0015991,cust_007708,2024-04-30 11:07:27,defective_product,32.13,11
ret_001299,txn_0016003,cust_000857,2024-05-18 12:25:41,not_as_described,33.67,29
ret_001300,txn_0016007,cust_007050,2024-04-26 12:50:48,duplicate_order,51.73,7
ret_001301,txn_0016034,cust_001634,2024-05-14 15:53:07,defective_product,39.07,25
ret_001302,txn_0016067,cust_001634,2024-05-05 19:33:11,duplicate_order,107.01,16
ret_001303,txn_0016068,cust_001634,2024-05-11 19:38:43,changed_mind,115.89,22
ret_001304,txn_0016069,cust_005458,2024-05-06 19:39:52,defective_product,19.0,17
ret_001305,txn_0016080,cust_003594,2024-05-05 20:19:58,arrived_late,137.25,16
ret_001306,txn_0016094,cust_001634,2024-05-08 21:04:54,better_price_found,81.11,19
ret_001307,txn_0016104,cust_002032,2024-04-27 21:50:52,no_longer_needed,29.38,8
ret_001308,txn_0016137,cust_009040,2024-05-04 10:45:11,better_price_found,112.1,14
ret_001309,txn_0016139,cust_009737,2024-05-11 10:51:52,too_large,252.05,21
ret_001310,txn_0016162,cust_009835,2024-05-11 13:47:34,defective_product,58.49,21
ret_001311,txn_0016164,cust_007576,2024-04-23 13:55:10,better_price_found,260.66,3
ret_001312,txn_0016176,cust_001634,2024-05-02 15:00:20,arrived_late,21.27,12
ret_001313,txn_0016182,cust_009986,2024-05-19 15:40:27,duplicate_order,125.6,29
ret_001314,txn_0016195,cust_004913,2024-04-23 17:15:16,better_price_found,2109.53,3
ret_001315,txn_0016198,cust_001634,2024-05-15 17:22:26,too_large,45.34,25
ret_001316,txn_0016222,cust_002032,2024-05-15 21:03:35,better_price_found,121.11,25
ret_001317,txn_0016241,cust_002685,2024-05-08 03:00:39,arrived_late,16895.69,17
ret_001318,txn_0016242,cust_003002,2024-05-05 05:23:40,no_longer_needed,20.36,14
ret_001319,txn_0016254,cust_001634,2024-05-04 08:35:34,too_small,79.86,13
ret_001320,txn_0016258,cust_005529,2024-05-13 09:04:50,duplicate_order,251.97,22
ret_001321,txn_0016262,cust_001634,2024-05-01 09:35:03,arrived_late,25.06,10
ret_001322,txn_0016271,cust_002032,2024-04-27 10:42:51,changed_mind,24.76,6
ret_001323,txn_0016277,cust_005289,2024-05-12 11:07:43,duplicate_order,37.26,21
ret_001324,txn_0016290,cust_009460,2024-04-27 12:20:32,better_price_found,94.02,6
ret_001325,txn_0016356,cust_001634,2024-05-12 23:31:02,changed_mind,49.55,21
ret_001326,txn_0016369,cust_008754,2024-05-17 08:38:37,better_price_found,42.71,25
ret_001327,txn_0016372,cust_001634,2024-05-04 08:57:43,too_small,49.84,12
ret_001328,txn_0016379,cust_003811,2024-05-04 09:40:02,arrived_late,260.13,12
ret_001329,txn_0016388,cust_006522,2024-05-13 10:11:47,defective_product,101.66,21
ret_001330,txn_0016395,cust_002032,2024-05-09 11:00:17,too_large,101.62,17
ret_001331,txn_0016407,cust_009579,2024-05-03 12:12:03,too_small,49.32,11
ret_001332,txn_0016411,cust_009835,2024-04-26 12:26:26,better_price_found,170.07,4
ret_001333,txn_0016412,cust_002800,2024-04-23 12:30:29,changed_mind,29.19,1
ret_001334,txn_0016422,cust_003913,2024-05-10 13:12:08,better_price_found,119.43,18
ret_001335,txn_0016423,cust_000857,2024-05-18 13:14:50,too_large,24.96,26
ret_001336,txn_0016425,cust_008486,2024-04-23 13:22:27,changed_mind,43.91,1
ret_001337,txn_0016451,cust_001634,2024-05-05 15:27:18,defective_product,93.41,13
ret_001338,txn_0016471,cust_002462,2024-05-19 18:33:52,too_large,36.31,27
ret_001339,txn_0016473,cust_001634,2024-05-16 18:47:54,better_price_found,52.45,24
ret_001340,txn_0016475,cust_002032,2024-05-14 18:53:28,changed_mind,92.43,22
ret_001341,txn_0016498,cust_007040,2024-05-01 21:59:17,no_longer_needed,155.48,9
ret_001342,txn_0016500,cust_001634,2024-05-18 22:27:32,no_longer_needed,19.99,26
ret_001343,txn_0016517,cust_000580,2024-04-27 07:48:46,changed_mind,6555.59,4
ret_001344,txn_0016545,cust_001634,2024-05-10 11:33:29,better_price_found,46.3,17
